step,moves,tau,entropy,gini,drift
1,3918,0.133657,0.844963,0.378882,0.269184
2,2423,0.322098,0.530229,0.243183,0.218881
3,881,0.449486,0.413131,0.189507,0.156733
4,330,0.528081,0.351285,0.161700,0.114847
5,194,0.566455,0.318166,0.146760,0.093831
6,154,0.593752,0.295966,0.136631,0.076756
7,123,0.615376,0.281399,0.130005,0.062696
8,114,0.632012,0.268557,0.124192,0.055099
9,109,0.646214,0.258576,0.119684,0.048330
10,104,0.658231,0.249742,0.115728,0.042357
11,120,0.668459,0.240672,0.111625,0.037764
12,111,0.678176,0.232142,0.107776,0.033132
