step,moves,tau,entropy,gini,drift
1,123,0.483232,1.140393,0.496470,0.300998
2,23,0.577938,0.966626,0.427239,0.193779
3,3,0.618408,0.862530,0.384471,0.127992
4,2,0.640459,0.798585,0.357319,0.090080
5,2,0.652434,0.762189,0.341523,0.065066
6,0,0.660006,0.739080,0.331572,0.048697
7,0,0.665049,0.724302,0.325170,0.036305
8,0,0.668445,0.713084,0.320365,0.028190
9,1,0.670808,0.704510,0.316615,0.022779
10,0,0.672539,0.699489,0.314317,0.017566
11,0,0.673781,0.695503,0.312527,0.014245
12,0,0.674845,0.691269,0.310638,0.011822
