step,moves,tau,entropy,gini,drift
1,11,0.400863,1.058575,0.467126,0.307353
2,3,0.516883,0.776750,0.355184,0.213533
3,2,0.569425,0.595093,0.274622,0.147860
4,2,0.606771,0.491230,0.227176,0.103405
5,1,0.630691,0.423147,0.196264,0.079277
6,1,0.644967,0.375680,0.175362,0.057133
7,1,0.653381,0.325553,0.151238,0.054493
8,2,0.665110,0.300447,0.139346,0.049189
9,1,0.672264,0.267822,0.124118,0.043175
10,0,0.678123,0.257823,0.119881,0.038137
11,3,0.684297,0.244646,0.113997,0.033253
12,4,0.688666,0.213112,0.099485,0.042087
13,2,0.694127,0.196069,0.091199,0.046952
14,4,0.701515,0.172636,0.080536,0.051813
15,2,0.707088,0.160828,0.074759,0.043960
16,1,0.711748,0.157289,0.072938,0.034250
