step,moves,tau,entropy,gini,drift
1,922,0.280647,0.956215,0.424086,0.359327
2,276,0.445762,0.683454,0.310071,0.235652
3,94,0.535998,0.507669,0.232245,0.148743
4,47,0.588170,0.418478,0.192105,0.095908
5,50,0.615162,0.373304,0.172000,0.071134
6,48,0.632844,0.345009,0.159322,0.055442
7,27,0.643750,0.322277,0.148914,0.047222
8,27,0.652300,0.306221,0.141610,0.042622
9,22,0.659518,0.290575,0.134799,0.039083
10,25,0.665399,0.276761,0.128766,0.037300
11,26,0.670602,0.260667,0.121415,0.038180
12,31,0.676080,0.247320,0.115416,0.038458
13,23,0.681125,0.237605,0.110999,0.036490
14,21,0.685893,0.226053,0.105548,0.035979
15,17,0.690515,0.216026,0.100864,0.034999
16,15,0.694876,0.206608,0.096637,0.034921
