variant,size,seed,layers,similarity,species,num_clusters,cluster_sizes
with_influencer,80,20,1,hybrid,red,33,478;263;226;151;114;52;44;43;30;27;25;19;18;16;13;12;11;9;9;9;8;8;5;4;4;4;4;4;3;3;1;1;1
with_influencer,80,20,1,hybrid,green,39,253;189;157;104;96;84;78;66;60;53;50;42;42;39;31;31;30;24;19;18;16;15;14;14;10;10;10;9;7;7;6;6;6;4;4;3;2;2;1
with_influencer,80,20,1,hybrid,blue,37,337;222;166;134;133;108;96;86;76;46;43;41;37;33;23;21;19;19;18;14;13;11;9;9;8;6;6;6;5;5;4;3;3;2;2;1;1
baseline,80,605,1,cosine,red,162,189;185;170;169;117;95;71;65;63;51;38;28;28;24;23;20;17;10;10;9;8;7;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,80,605,1,cosine,green,152,327;209;172;138;135;124;107;54;52;29;27;21;8;8;7;7;7;6;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,80,605,1,cosine,blue,164,604;203;168;133;103;62;51;32;23;21;16;15;12;9;9;8;7;6;6;6;5;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,1,hybrid,red,54,289;204;105;102;95;82;78;77;77;64;43;40;39;35;27;23;20;14;14;14;13;13;13;12;10;9;9;8;7;6;6;6;5;5;5;3;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,1,hybrid,green,52,243;203;174;110;109;97;77;61;56;46;44;44;33;31;27;27;25;24;23;23;20;19;18;17;15;14;14;13;12;12;10;10;10;9;8;7;7;7;6;5;4;4;3;3;1;1;1;1;1;1;1;1
without_influencer,80,17,1,hybrid,blue,50,218;188;174;129;91;82;72;71;63;59;54;40;39;37;30;24;22;21;21;18;17;17;14;13;13;13;11;10;10;9;8;5;5;5;4;4;4;3;3;3;3;2;1;1;1;1;1;1;1;1
baseline,80,70,1,cosine,red,153,412;172;113;107;103;93;82;71;68;61;33;31;16;14;13;10;10;9;9;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,80,70,1,cosine,green,155,212;183;139;129;113;98;93;81;51;48;48;46;43;36;34;31;27;21;18;15;11;10;9;7;7;6;6;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,80,70,1,cosine,blue,170,218;204;184;114;103;94;91;58;54;49;44;44;41;39;21;13;12;12;11;10;9;9;8;7;7;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,2,hybrid,red,96,237;194;142;116;84;79;74;69;66;46;40;39;34;33;24;17;16;15;15;14;12;11;11;11;10;9;9;7;6;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,2,hybrid,green,85,348;201;139;135;105;70;63;56;48;46;44;39;31;31;29;29;28;26;26;23;19;19;13;13;12;9;8;8;7;7;5;5;5;5;5;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,2,hybrid,blue,83,515;297;190;106;77;74;36;36;35;29;28;21;14;13;13;13;13;10;10;10;9;8;7;6;6;6;5;5;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,17,2,hybrid,red,40,317;179;100;100;86;79;72;72;56;49;44;44;42;41;41;39;32;25;25;23;21;16;14;14;12;12;10;9;5;5;5;4;4;4;3;3;2;2;1;1
with_influencer,80,17,2,hybrid,green,45,209;205;185;126;72;60;59;53;51;49;49;48;44;42;41;39;34;30;28;22;20;19;19;17;14;13;13;11;10;10;9;8;8;7;7;7;7;7;6;5;4;3;3;2;2
with_influencer,80,17,2,hybrid,blue,37,496;195;129;102;97;95;75;68;60;42;33;31;28;27;18;17;17;16;13;12;12;11;11;9;8;7;7;7;6;6;5;4;3;3;1;1;1
without_influencer,80,22,1,hybrid,red,51,200;167;157;81;67;62;60;59;55;48;45;45;44;37;35;34;33;28;28;27;24;22;18;13;13;11;11;10;10;10;10;9;8;8;6;5;5;4;4;3;3;3;2;2;2;1;1;1;1;1;1
without_influencer,80,22,1,hybrid,green,50,191;164;131;130;113;104;94;81;73;71;70;52;46;44;41;34;30;24;17;16;16;16;15;15;14;13;10;10;9;9;8;8;8;8;7;7;6;6;5;4;3;2;2;2;2;1;1;1;1;1
without_influencer,80,22,1,hybrid,blue,52,393;159;141;129;71;70;61;48;47;39;36;34;31;29;29;28;27;26;25;25;24;23;21;21;20;17;17;15;14;13;13;10;9;8;6;5;5;5;5;4;4;4;3;2;2;1;1;1;1;1;1;1
without_influencer,80,22,3,hybrid,red,137,188;185;156;121;82;76;62;60;54;46;44;43;43;33;28;26;25;23;21;16;14;12;11;11;11;8;7;6;6;5;5;5;4;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,22,3,hybrid,green,121,533;134;126;107;83;80;74;68;66;55;40;38;37;30;24;24;17;17;14;9;8;8;7;7;6;6;6;5;5;5;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,22,3,hybrid,blue,132,250;218;134;130;111;84;66;59;55;53;45;38;36;28;27;24;19;18;16;16;13;13;10;10;9;8;8;7;6;5;5;5;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,3,hybrid,red,154,252;216;211;87;71;69;68;50;48;47;40;36;31;23;20;18;17;16;16;14;11;11;10;9;9;9;8;7;7;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,3,hybrid,green,128,308;160;157;149;129;84;76;59;52;49;39;35;31;28;26;23;21;20;18;15;13;12;11;10;9;7;7;7;6;6;6;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,17,3,hybrid,blue,123,580;129;127;75;73;73;71;69;35;32;26;20;16;16;15;15;13;12;11;10;10;7;6;6;6;6;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,17,1,hybrid,red,36,348;123;122;121;109;94;74;74;67;50;48;46;46;44;34;32;27;25;22;21;20;15;15;11;11;10;10;8;6;5;5;4;4;4;2;2
with_influencer,80,17,1,hybrid,green,37,483;391;137;84;64;57;50;44;37;33;30;30;26;26;24;20;19;18;13;12;10;10;8;5;4;4;4;3;3;2;2;2;2;2;1;1;1
with_influencer,80,17,1,hybrid,blue,38,327;179;168;127;110;96;83;76;53;52;37;34;30;28;26;25;22;21;20;17;15;14;13;13;9;8;6;5;5;5;4;3;3;3;2;1;1;1
without_influencer,80,22,2,hybrid,red,93,118;115;103;98;97;94;92;70;62;61;56;55;50;48;46;34;33;30;28;28;23;19;11;9;8;8;7;7;7;7;5;5;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,22,2,hybrid,green,84,421;186;139;115;98;88;86;85;72;68;50;41;36;34;32;25;22;19;17;14;14;14;11;11;9;7;7;7;7;7;7;6;5;4;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,22,2,hybrid,blue,91,337;287;124;74;67;66;65;58;46;44;42;35;32;31;29;23;22;22;20;18;14;13;12;10;10;8;7;7;7;6;6;6;5;5;5;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,22,1,hybrid,red,37,228;163;141;90;87;86;85;73;71;67;62;51;47;38;36;35;35;33;29;25;25;16;16;15;15;15;12;10;7;5;4;4;4;3;1;1;1
with_influencer,80,22,1,hybrid,green,34,290;209;140;132;129;111;95;78;72;70;57;52;44;21;21;17;16;14;12;11;9;9;8;8;8;8;7;7;7;5;4;4;4;1
with_influencer,80,22,1,hybrid,blue,39,338;336;128;120;80;65;61;60;44;32;31;29;28;26;26;25;24;22;21;18;18;16;15;15;14;14;10;10;8;8;8;6;6;5;4;3;2;2;1
without_influencer,80,605,1,hybrid,red,50,251;154;121;113;111;96;95;82;57;46;43;40;36;29;25;22;19;15;14;12;11;11;11;11;9;7;7;7;7;6;6;6;5;4;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1
without_influencer,80,605,1,hybrid,green,41,274;264;206;135;107;63;60;56;53;52;49;48;39;34;33;27;24;24;22;20;20;18;16;15;11;11;10;8;7;7;7;5;3;2;2;2;1;1;1;1;1
without_influencer,80,605,1,hybrid,blue,57,234;186;185;173;142;132;111;61;36;34;34;30;23;23;23;22;21;20;19;18;18;16;16;13;11;11;10;10;8;6;5;4;4;4;4;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,17,3,hybrid,red,33,309;254;125;97;91;77;77;75;70;64;49;38;37;34;29;26;21;21;18;16;16;15;12;10;8;6;6;6;6;5;4;2;1
with_influencer,80,17,3,hybrid,green,38,382;186;119;107;91;72;68;68;49;48;46;46;44;32;32;28;22;19;18;16;13;13;12;11;11;9;8;8;8;7;7;5;4;3;2;1;1;1
with_influencer,80,17,3,hybrid,blue,36,430;185;163;151;124;87;86;70;68;60;32;31;24;24;23;18;17;15;12;12;11;11;8;8;8;7;6;5;5;5;4;4;4;1;1;1
with_influencer,80,22,3,hybrid,red,37,170;163;149;128;99;84;79;68;67;66;53;47;39;36;30;27;26;26;23;23;19;19;18;16;14;13;8;8;7;5;5;4;3;3;2;1;1
with_influencer,80,22,3,hybrid,green,30,272;249;220;142;135;107;101;89;82;63;55;40;40;30;28;27;22;20;15;10;9;7;7;7;7;6;5;3;2;1
with_influencer,80,22,3,hybrid,blue,34,470;179;133;131;68;66;60;53;45;43;41;36;34;32;29;28;26;24;23;22;19;13;10;10;9;9;7;7;5;4;3;3;2;1
without_influencer,80,605,2,hybrid,red,97,265;124;122;114;96;93;74;61;56;54;51;46;35;30;25;25;23;20;19;18;18;13;13;13;12;9;9;9;6;5;5;5;5;4;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,605,2,hybrid,green,94,351;183;173;141;76;63;61;61;55;51;51;41;38;32;31;24;18;16;16;14;13;10;10;8;8;8;7;7;6;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,605,2,hybrid,blue,85,303;290;217;149;126;108;83;50;35;35;31;28;23;21;20;19;17;15;11;10;10;7;6;6;6;6;5;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,22,2,hybrid,red,39,143;122;104;83;81;77;76;65;61;56;56;56;54;51;48;47;46;41;39;25;18;17;14;13;13;13;12;12;11;9;7;5;4;4;4;3;1;1;1
with_influencer,80,22,2,hybrid,green,38,239;146;141;133;127;127;104;102;91;79;74;67;56;56;55;36;31;31;22;18;18;16;15;14;10;8;7;6;5;5;5;4;4;4;4;2;2;1
with_influencer,80,22,2,hybrid,blue,46,170;167;147;123;77;75;72;69;56;50;42;40;35;33;33;32;29;28;28;26;25;25;24;23;20;19;19;16;11;11;11;10;10;10;10;9;8;7;6;5;5;5;5;4;4;3
without_influencer,80,605,3,hybrid,red,139,250;109;106;93;92;91;87;75;58;50;41;38;36;28;26;25;22;21;21;19;18;14;14;13;12;8;6;6;6;6;6;5;5;5;5;5;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,605,3,hybrid,green,126,409;195;195;166;124;61;60;48;45;36;18;15;15;14;13;12;11;9;8;7;6;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,605,3,hybrid,blue,127,336;319;260;124;119;79;53;48;32;21;20;20;19;19;18;18;18;15;13;13;12;9;9;8;6;5;5;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,70,1,hybrid,red,54,398;145;104;94;84;75;66;65;47;46;46;41;37;35;35;27;27;27;23;22;20;20;17;16;16;16;15;14;12;10;8;8;8;7;6;5;4;4;4;4;3;3;3;3;2;2;2;2;1;1;1;1;1;1
without_influencer,80,70,1,hybrid,green,45,164;152;130;119;118;104;104;73;70;59;53;47;47;44;42;38;35;33;29;29;28;25;20;17;16;11;11;7;7;7;6;6;5;5;4;4;3;2;2;1;1;1;1;1;1
without_influencer,80,70,1,hybrid,blue,43,191;180;178;130;123;111;99;77;58;56;45;44;40;34;34;33;25;23;20;18;15;15;12;10;9;7;6;6;6;5;5;4;4;3;3;2;2;2;2;2;1;1;1
with_influencer,80,605,2,hybrid,red,46,146;141;130;122;106;99;96;89;73;56;50;50;42;35;29;29;28;25;23;21;19;17;13;13;13;11;10;10;10;9;9;8;8;7;4;4;4;3;3;2;2;1;1;1;1;1
with_influencer,80,605,2,hybrid,green,33,329;178;172;136;120;77;72;69;63;56;50;40;37;36;29;27;26;23;23;23;22;18;15;12;10;9;8;7;4;4;4;2;2
with_influencer,80,605,2,hybrid,blue,36,264;221;167;164;141;115;81;52;52;50;34;30;26;25;24;23;22;22;20;20;17;16;15;15;12;11;9;9;5;4;3;3;3;1;1;1
with_influencer,80,605,3,hybrid,red,37,291;286;126;106;96;96;95;49;47;46;31;30;28;25;20;19;19;14;14;13;12;11;11;11;11;10;9;9;7;5;5;5;4;4;2;1;1
with_influencer,80,605,3,hybrid,green,27,316;268;230;137;127;96;72;72;66;41;38;36;32;23;20;17;14;13;11;9;8;6;5;3;2;1;1
with_influencer,80,605,3,hybrid,blue,30,583;221;149;147;127;91;51;47;33;32;26;25;23;21;20;19;18;18;12;12;9;8;6;5;5;4;4;4;1;1
with_influencer,80,605,1,hybrid,red,41,186;146;130;121;119;109;99;81;61;59;48;45;41;40;38;29;25;22;21;21;21;18;13;10;9;8;8;8;7;7;7;7;4;4;4;2;2;2;2;2;1
with_influencer,80,605,1,hybrid,green,39,326;283;234;105;69;60;54;50;47;42;36;33;32;30;27;26;25;24;23;21;20;19;18;9;6;6;5;4;4;4;3;3;2;2;2;1;1;1;1
with_influencer,80,605,1,hybrid,blue,41,220;195;182;167;161;115;106;54;47;43;40;40;38;29;26;21;20;19;19;17;17;15;13;12;10;10;9;8;7;7;7;6;6;6;5;4;3;2;2;1;1
without_influencer,80,70,2,hybrid,red,91,328;178;165;142;84;71;64;61;53;45;29;28;28;28;26;22;21;20;20;20;18;17;16;16;15;15;15;10;8;7;6;5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,70,2,hybrid,green,80,521;168;111;98;88;71;53;49;40;38;38;34;28;26;24;17;16;16;14;13;11;11;10;10;8;8;6;5;5;4;4;4;3;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,70,2,hybrid,blue,86,228;209;144;144;142;104;94;85;80;53;51;46;45;33;33;31;27;26;15;10;9;7;7;5;5;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,80,70,1,hybrid,red,48,164;163;137;131;105;103;80;73;67;49;46;45;43;40;37;32;29;25;23;23;22;22;21;20;19;17;16;15;13;11;10;10;9;9;9;8;8;7;6;4;3;3;2;1;1;1;1;1
with_influencer,80,70,1,hybrid,green,40,181;154;150;127;106;104;94;92;62;58;52;41;38;34;33;30;29;26;23;23;22;19;19;14;14;11;10;9;9;9;9;8;7;7;7;4;3;3;2;2
with_influencer,80,70,1,hybrid,blue,43,192;185;176;108;105;89;86;83;69;63;48;39;38;35;31;28;25;25;25;23;21;18;18;17;16;14;13;13;11;11;9;6;6;5;4;4;4;4;3;3;2;2;2
without_influencer,80,70,3,hybrid,red,133,426;163;136;73;69;62;54;47;42;37;29;23;22;21;21;20;20;18;18;18;18;17;12;10;9;9;7;7;6;6;6;5;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,70,3,hybrid,green,138,366;229;129;101;90;85;59;58;51;49;45;31;28;25;24;22;20;15;15;13;13;11;10;9;8;7;7;6;5;5;5;4;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,80,70,3,hybrid,blue,111,329;229;170;168;143;123;84;55;49;46;42;33;30;27;25;25;16;13;9;9;7;7;6;6;5;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,100,11,1,cosine,red,269,420;305;295;226;130;110;102;90;88;71;59;41;39;36;31;27;25;20;18;15;15;13;11;10;9;8;7;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
baseline,100,11,1,cosine,green,281,309;213;193;189;172;128;125;103;102;99;92;91;52;50;48;25;23;21;19;14;14;11;10;10;9;9;8;7;7;7;7;7;6;6;6;5;5;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
