variant,size,seed,layers,similarity,species,num_clusters,cluster_sizes
without_influencer,140,11,1,hybrid,red,136,590;453;256;213;175;135;134;115;109;103;102;101;101;99;98;96;95;93;87;87;85;83;81;62;62;60;59;59;53;42;42;41;40;37;33;32;31;31;31;31;30;30;29;29;29;28;27;27;26;26;25;24;24;24;23;18;18;17;17;16;16;15;14;14;13;13;12;12;12;11;11;10;10;10;10;10;9;8;8;8;8;8;7;7;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,1,hybrid,green,159,277;254;202;176;155;131;115;112;106;103;102;102;97;92;89;86;84;82;80;75;67;64;63;61;58;56;55;54;53;50;49;49;48;48;47;41;41;37;36;36;34;34;33;33;32;32;32;31;31;31;27;27;27;26;25;25;24;24;24;24;24;24;24;21;21;20;18;18;18;18;17;17;16;16;16;14;14;13;13;12;12;11;10;10;10;10;10;9;9;9;9;9;9;9;9;8;8;8;8;8;7;7;7;7;7;7;6;6;6;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,1,hybrid,blue,112,816;764;407;264;262;231;185;181;140;121;117;86;82;82;74;63;62;57;55;52;52;51;44;43;42;42;41;40;40;36;34;31;29;28;26;25;25;24;23;23;22;20;19;18;17;16;16;15;14;14;14;14;14;13;13;12;12;12;11;10;10;10;10;10;10;8;8;8;8;7;7;7;7;7;7;7;6;6;6;6;6;6;6;5;5;5;5;5;4;4;4;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,3,hybrid,red,359,336;311;238;212;168;167;165;164;143;138;127;124;123;109;109;109;108;90;85;83;72;65;63;58;58;56;56;55;55;52;47;39;38;37;36;36;32;32;30;30;29;29;28;27;27;27;26;26;25;25;25;22;22;22;20;17;17;16;15;15;15;14;11;11;11;11;10;10;10;9;8;8;8;7;7;7;7;6;6;6;6;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,3,hybrid,green,392,498;414;294;178;164;164;157;138;120;87;82;82;76;75;74;71;57;57;53;53;52;48;46;45;45;44;43;43;41;40;37;37;37;36;31;31;30;29;29;28;27;26;24;22;22;22;22;22;21;20;20;19;18;18;18;17;16;16;16;16;15;15;15;14;13;10;10;10;10;10;9;9;9;9;9;9;9;9;8;8;8;7;7;7;7;7;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,3,hybrid,blue,351,653;409;339;243;241;197;191;163;162;125;124;119;102;93;90;89;87;84;76;66;65;63;56;52;50;46;44;39;35;35;34;32;32;31;30;29;27;26;26;23;22;21;19;19;18;18;17;17;17;17;16;15;14;14;14;14;13;12;12;12;11;11;11;11;11;10;10;10;10;9;9;8;8;8;8;8;7;7;7;7;7;7;7;7;6;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,2,hybrid,red,229,365;258;225;224;200;198;188;181;170;143;129;107;106;105;101;95;95;90;86;81;80;79;77;77;75;73;66;65;58;56;53;44;43;43;35;34;34;31;31;31;30;29;28;28;28;26;26;26;25;25;24;23;22;21;21;20;17;17;17;17;16;15;15;15;14;14;13;10;10;10;9;9;9;9;8;8;8;8;8;8;8;7;7;7;7;7;6;6;6;6;6;6;5;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,2,hybrid,green,285,392;232;174;173;162;155;139;138;131;130;112;110;101;100;98;81;80;80;75;61;60;60;51;51;48;47;47;46;44;44;38;36;35;33;32;32;32;31;30;30;29;29;29;27;27;26;26;25;25;24;24;24;23;23;23;22;22;21;21;21;21;19;19;19;19;16;16;16;15;15;13;13;13;12;12;12;11;11;11;10;10;9;9;9;8;8;8;8;7;7;7;7;7;6;6;6;6;6;6;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,11,2,hybrid,blue,247,697;407;270;253;243;176;155;145;115;113;113;100;97;90;85;85;81;76;74;72;65;64;63;60;59;57;55;52;47;43;42;42;39;35;35;35;34;32;29;28;27;25;25;24;24;24;23;22;21;21;19;18;18;18;17;17;17;15;15;15;14;13;13;13;12;11;11;10;10;10;10;9;9;9;9;9;8;8;8;8;8;8;7;7;7;6;6;6;6;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,1,hybrid,red,146,366;340;323;261;225;194;176;147;134;127;108;103;102;100;100;86;84;74;65;61;59;57;57;55;54;54;54;51;50;49;45;40;40;39;38;38;36;36;33;33;33;31;29;29;28;25;24;23;23;22;22;18;17;17;16;16;16;16;16;16;16;15;15;15;15;15;15;14;14;14;12;12;11;11;11;10;10;10;10;10;9;9;9;8;8;8;8;8;8;8;8;7;7;7;7;7;7;7;7;6;6;6;6;6;6;6;5;5;5;5;5;5;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,1,hybrid,green,142,600;333;307;285;241;195;181;153;141;128;120;117;105;104;95;93;78;73;71;69;64;62;62;57;50;50;50;46;38;36;36;35;35;34;34;32;32;31;30;29;28;28;26;25;24;24;23;23;23;22;22;22;20;19;18;17;17;17;17;17;16;16;16;16;15;15;14;14;14;14;13;10;9;9;9;8;8;8;8;7;7;7;7;6;6;6;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,1,hybrid,blue,142,293;280;266;261;226;215;196;190;182;159;135;127;118;115;100;97;79;78;77;77;73;69;66;66;64;60;59;55;54;51;47;44;41;39;36;34;34;32;31;31;30;29;29;26;25;24;22;20;20;20;19;19;18;18;18;18;18;17;17;16;15;15;15;14;14;14;14;14;14;13;13;13;13;11;11;10;10;10;10;9;9;9;9;8;7;7;7;7;7;7;6;6;5;5;5;5;5;5;5;4;4;4;3;3;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,140,11,2,hybrid,red,115,346;307;203;193;189;189;153;144;142;141;119;118;104;100;99;92;90;88;85;84;83;75;73;71;68;66;65;64;61;59;57;54;53;51;49;47;46;44;42;40;37;37;36;34;33;32;30;30;29;28;27;27;27;25;25;25;24;23;23;22;21;21;20;20;19;18;18;17;17;14;14;12;11;11;10;10;9;9;9;9;8;7;7;7;7;6;6;6;6;5;5;5;5;4;4;4;4;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1
with_influencer,140,11,2,hybrid,green,129,390;354;194;174;155;152;136;135;126;108;102;96;94;88;83;83;80;79;77;75;71;70;65;64;59;58;56;56;54;52;52;50;48;44;44;42;41;40;37;33;32;30;29;28;28;27;26;23;23;23;23;23;23;22;21;20;20;20;20;20;19;18;17;17;17;16;15;15;14;14;14;14;13;11;11;11;11;10;10;10;9;9;9;9;9;8;8;8;7;7;7;7;7;7;7;7;7;6;6;6;5;5;5;5;5;4;4;4;4;4;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1
with_influencer,140,11,2,hybrid,blue,105,745;725;405;276;232;200;182;181;165;140;116;101;93;75;72;71;70;58;57;51;49;48;45;43;42;40;39;39;39;38;33;33;31;30;26;26;25;24;23;22;22;21;21;20;20;20;20;20;19;19;18;17;17;16;16;15;15;14;12;12;12;12;12;11;11;11;10;9;9;9;9;8;8;8;8;7;7;6;6;6;6;6;6;6;5;5;5;4;4;4;4;4;3;3;2;2;2;2;2;2;1;1;1;1;1
with_influencer,140,11,1,hybrid,red,112,457;238;237;223;207;204;182;182;155;152;145;119;107;107;102;91;90;90;79;77;71;69;65;64;57;53;51;44;42;42;41;41;39;39;37;37;35;34;33;32;32;31;29;29;28;28;28;28;27;26;25;25;24;23;22;22;21;20;20;20;20;18;17;17;15;15;14;13;13;13;12;12;11;11;10;10;10;9;8;8;8;7;7;7;7;6;6;6;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;2;2;2;1;1;1;1;1
with_influencer,140,11,1,hybrid,green,131,396;260;187;178;173;161;155;154;148;122;118;114;100;86;83;79;77;70;67;63;62;59;58;58;55;55;54;54;53;52;50;49;48;45;44;43;43;40;38;36;33;33;32;31;30;30;30;28;27;25;25;25;24;24;23;23;23;22;22;21;21;21;20;19;17;17;17;16;15;15;14;14;14;13;13;12;12;12;11;11;11;10;10;10;10;10;10;10;10;9;9;9;9;9;8;8;8;8;8;8;8;8;7;7;7;7;7;6;6;6;6;6;6;5;5;5;5;5;4;4;4;4;3;2;2;1;1;1;1;1;1
with_influencer,140,11,1,hybrid,blue,114,653;542;320;261;227;225;172;142;135;135;124;124;124;91;90;76;72;71;70;58;55;53;52;51;49;46;44;43;41;36;33;32;30;30;28;28;28;28;27;27;26;25;25;23;23;22;21;20;20;20;18;18;17;17;17;16;16;16;15;15;15;15;15;15;14;14;14;14;13;13;12;12;11;11;11;11;11;10;10;9;9;9;8;8;7;7;7;7;7;6;6;5;5;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;1;1;1;1;1;1
without_influencer,140,42,2,hybrid,red,239,434;371;370;280;236;210;178;166;120;120;115;111;110;107;98;94;92;92;83;80;74;61;59;52;45;44;43;42;41;41;38;38;37;35;34;30;30;30;28;26;26;26;24;24;23;21;20;19;18;18;17;16;16;16;15;15;15;14;14;13;13;13;13;13;12;12;12;11;11;11;11;10;10;10;10;9;9;8;8;8;8;8;7;7;7;7;7;7;6;6;6;6;5;5;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,2,hybrid,green,254,394;299;229;229;199;192;173;145;140;140;138;131;130;119;113;104;84;75;64;64;63;53;50;49;44;44;42;36;35;35;34;33;33;33;32;32;31;29;29;29;29;28;28;27;26;25;25;25;24;23;22;21;21;20;19;18;17;16;15;15;15;15;15;14;14;13;12;12;11;11;10;10;9;9;9;8;8;8;7;7;7;7;7;6;6;6;5;5;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,2,hybrid,blue,241,426;382;330;290;247;211;186;174;170;163;145;139;134;129;128;108;97;96;92;90;89;82;80;57;56;43;43;36;31;28;26;24;24;23;23;22;21;20;19;19;19;19;19;17;17;17;16;16;15;15;14;14;14;13;13;13;12;12;12;12;11;11;11;11;11;11;11;10;9;9;8;8;8;8;8;7;7;7;7;7;6;6;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,140,11,3,hybrid,red,101,600;323;206;195;187;186;174;147;136;131;127;127;104;103;102;96;96;95;93;92;91;87;80;77;75;74;59;58;54;54;52;50;48;45;42;38;36;36;36;34;34;32;31;30;29;28;28;27;27;26;26;25;22;22;22;21;21;21;18;17;17;17;17;16;15;14;10;10;10;10;10;9;9;8;7;7;7;6;6;6;5;5;5;5;5;4;4;4;3;3;2;2;2;2;1;1;1;1;1;1;1
with_influencer,140,11,3,hybrid,green,120,410;258;221;191;138;136;130;128;128;125;112;111;108;103;102;97;83;79;75;68;65;63;58;54;50;49;48;46;46;45;43;43;41;40;40;39;39;38;34;34;32;32;28;26;25;25;24;24;23;22;22;22;22;21;21;20;20;19;19;18;18;18;17;16;16;16;15;14;13;13;13;12;12;12;12;11;10;10;10;10;10;10;10;10;10;9;9;8;8;7;7;7;6;6;6;6;5;5;5;4;4;3;3;3;3;3;2;2;2;2;2;2;2;2;1;1;1;1;1;1
with_influencer,140,11,3,hybrid,blue,100,703;638;579;294;243;221;187;175;142;129;105;103;98;90;72;62;61;58;56;56;50;48;46;44;41;40;38;33;33;32;32;31;29;29;28;27;27;25;25;23;23;23;23;22;22;21;19;19;18;18;17;17;17;16;16;15;15;14;14;13;13;13;13;12;12;12;11;11;11;10;10;9;9;9;8;8;8;8;8;8;7;7;7;7;7;6;6;6;6;6;4;4;4;4;4;4;1;1;1;1
without_influencer,140,42,3,hybrid,red,384,437;301;265;250;211;194;168;160;160;155;145;136;126;113;109;101;96;77;76;58;49;49;47;46;45;39;36;35;35;31;31;30;29;29;28;27;26;26;25;25;24;23;23;21;20;19;19;19;19;18;18;17;17;15;15;13;13;13;13;12;12;12;12;12;11;11;10;10;10;10;10;10;10;10;10;8;8;8;8;7;7;7;7;6;6;6;6;6;6;6;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,3,hybrid,green,370,341;330;232;206;206;202;175;173;146;134;132;130;130;112;106;105;99;98;89;88;73;55;54;53;53;51;51;48;47;43;40;38;37;36;31;31;29;29;27;26;25;25;24;24;24;23;22;21;21;20;20;17;17;16;15;14;14;13;13;12;12;12;12;12;11;11;11;10;10;10;9;8;8;7;7;7;6;6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,42,3,hybrid,blue,353,593;416;311;271;218;212;202;162;150;136;135;126;121;112;109;103;82;81;74;65;59;55;54;54;52;45;43;39;33;32;30;27;26;25;24;21;21;21;20;20;18;18;17;17;16;16;15;15;15;14;14;13;13;12;12;12;11;11;11;10;10;10;9;9;9;8;7;7;7;7;6;6;6;6;6;6;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,140,42,1,hybrid,red,124,411;372;253;207;205;199;174;170;170;149;124;119;108;96;87;80;79;79;75;70;63;61;55;55;49;49;47;46;45;45;44;42;41;41;40;38;35;32;32;31;30;29;27;27;25;25;23;23;23;23;22;21;20;19;19;19;18;18;18;17;16;16;15;15;14;13;13;13;13;13;13;12;12;11;11;11;11;10;10;10;9;9;9;9;9;9;9;9;8;8;8;8;8;7;7;7;7;7;7;6;6;6;5;5;5;5;5;4;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1
with_influencer,140,42,1,hybrid,green,128,363;327;299;286;210;201;195;189;152;138;129;125;97;95;93;92;76;68;68;67;64;63;60;59;59;57;46;45;44;44;42;42;38;36;35;35;34;31;30;30;30;28;28;27;27;27;26;25;23;23;23;23;23;22;21;21;20;19;19;19;17;17;16;16;15;15;15;15;15;15;14;13;13;12;12;11;11;11;11;10;10;10;9;9;8;8;8;8;7;7;7;7;6;6;6;6;6;5;5;5;5;4;4;4;4;4;4;4;3;3;3;3;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,140,42,1,hybrid,blue,131,259;255;222;192;191;184;167;154;154;153;140;139;138;124;123;118;115;96;95;95;88;87;87;81;77;72;64;64;62;59;55;51;51;45;44;40;39;37;37;31;30;30;30;28;28;27;27;25;24;23;23;23;22;21;19;18;18;18;17;17;17;16;16;15;14;14;14;13;13;13;12;11;11;11;11;10;10;10;9;9;9;8;8;8;8;7;7;7;6;6;6;6;6;6;5;5;5;5;5;4;4;4;4;4;4;4;4;3;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1
with_influencer,140,42,2,hybrid,red,120,425;360;306;259;209;206;203;178;168;164;128;121;119;112;110;109;104;104;77;76;62;56;56;53;50;49;45;45;44;43;42;41;38;38;38;36;34;33;32;30;29;28;26;25;24;22;21;20;20;19;19;18;18;17;17;16;16;15;15;15;14;14;14;14;14;13;13;13;12;12;12;12;12;11;11;11;11;10;10;9;9;9;8;8;8;7;7;6;6;6;5;5;5;4;4;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
with_influencer,140,42,2,hybrid,green,119,395;278;224;189;168;159;147;128;127;119;109;105;103;96;91;91;84;83;79;77;77;70;66;60;59;58;56;56;55;55;47;46;42;40;40;40;38;38;37;37;35;35;34;34;31;31;29;28;27;26;25;24;24;24;23;23;20;19;18;18;18;17;17;17;16;13;13;13;12;12;11;11;11;11;11;11;11;10;10;10;10;10;9;9;9;9;8;7;7;6;6;6;6;6;5;5;5;5;4;4;4;3;3;3;3;3;3;3;3;2;2;2;2;2;1;1;1;1;1
with_influencer,140,42,2,hybrid,blue,107,324;313;298;273;269;248;233;230;214;169;150;137;134;134;131;128;117;98;88;88;86;83;80;68;66;64;63;53;38;37;37;36;35;33;32;31;31;30;29;27;25;25;23;22;20;19;19;18;18;18;18;17;17;16;16;15;15;14;14;13;13;12;11;11;10;10;10;10;9;9;9;9;8;8;8;7;6;6;6;6;5;5;4;4;4;4;3;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
without_influencer,140,20,1,hybrid,red,151,569;339;277;209;162;148;129;108;107;106;89;88;85;82;78;78;77;71;70;64;62;61;56;51;49;48;47;45;44;44;43;42;41;41;39;38;36;36;35;35;33;31;27;27;26;26;25;22;22;22;21;20;19;19;19;18;17;17;17;15;15;15;15;14;14;13;13;12;12;12;12;12;12;11;11;11;11;10;10;10;10;10;9;9;9;9;9;7;7;7;7;6;6;6;6;6;6;6;6;5;5;5;5;5;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
without_influencer,140,20,1,hybrid,green,130,404;379;359;307;232;210;191;187;178;153;149;117;111;102;100;99;92;89;85;64;63;63;60;60;55;53;50;45;42;42;39;39;37;37;36;35;33;33;32;32;29;28;27;27;26;24;24;23;22;22;22;20;18;17;17;17;17;17;16;16;16;16;14;14;14;14;14;13;13;13;12;12;11;11;11;11;11;11;11;10;10;10;9;9;9;8;8;8;7;7;7;7;6;6;6;6;5;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
