variant,size,seed,layers,similarity,run_tag,final_step,final_moves,final_tau,final_entropy,final_gini,final_drift,n_steps,auc_moves,auc_tau,auc_entropy,auc_gini,auc_drift,first_zero_moves_step,stable_moves_step,stable_tau_step,stable_entropy_step,stable_gini_step,stable_drift_step,delta_moves_last,delta_tau_last,delta_entropy_last,delta_gini_last,delta_drift_last,total_clusters,num_clusters_red,num_clusters_green,num_clusters_blue,largest_red,largest_green,largest_blue,total_red,total_green,total_blue,frac_largest_red,frac_largest_green,frac_largest_blue
without_influencer,40,42,1,hybrid,without_influencer_size40_seed42_L1_hybrid,16,0,0.66208,0.373761,0.174171,0.01229,16,449.0,9.065949,7.625272000000001,3.489724,1.216529,6.0,7.0,,,,,0.0,0.0020320000000000338,-0.002620000000000011,-0.0011310000000000209,-0.0027919999999999993,48,14,19,15,124,139,130,371,481,407,0.334232,0.288981,0.31941
without_influencer,40,42,2,hybrid,without_influencer_size40_seed42_L2_hybrid,16,0,0.669788,0.563669,0.256328,0.009032,16,60.0,9.94942,10.848239,4.882995,1.0741450000000001,3.0,4.0,,,,,0.0,0.0006400000000000849,-0.0044279999999999875,-0.0018039999999999723,0.0007399999999999993,79,21,32,26,263,141,100,431,444,384,0.610209,0.317568,0.260417
without_influencer,40,42,3,hybrid,without_influencer_size40_seed42_L3_hybrid,16,0,0.67892,0.693356,0.310933,0.005647,16,17.0,10.404817999999999,12.538060000000002,5.579657000000001,0.9855119999999999,4.0,5.0,,,,,0.0,0.0002809999999999757,-0.00028200000000000447,-0.00012699999999998823,-0.00046600000000000027,120,39,43,38,109,93,108,406,445,408,0.268473,0.208989,0.264706
without_influencer,40,70,1,hybrid,without_influencer_size40_seed70_L1_hybrid,16,0,0.666538,0.381579,0.177142,0.016047,16,471.0,9.105488000000001,7.9332650000000005,3.6329389999999995,1.2302,7.0,6.0,,,,,-1.0,0.0017619999999999303,-0.010971999999999982,-0.004740999999999995,0.0020279999999999986,52,16,16,20,75,149,104,365,492,388,0.205479,0.302846,0.268041
without_influencer,40,70,2,hybrid,without_influencer_size40_seed70_L2_hybrid,16,0,0.66833,0.562069,0.256871,0.007261,16,62.0,9.913929,10.650031,4.822209,1.063137,5.0,4.0,,,,,0.0,0.0007549999999999502,-0.0002929999999999877,-6.999999999995898e-05,-0.0011789999999999995,81,34,22,25,49,327,198,299,525,421,0.16388,0.622857,0.470309
without_influencer,40,70,3,hybrid,without_influencer_size40_seed70_L3_hybrid,16,0,0.677556,0.683952,0.309539,0.005096,16,13.0,10.370028000000001,12.278972,5.524625,0.984994,5.0,4.0,,,,,0.0,0.0005840000000000289,-0.0015920000000000378,-0.0004919999999999924,-0.002332,102,39,32,31,62,269,192,312,550,383,0.198718,0.489091,0.501305
without_influencer,40,605,1,hybrid,without_influencer_size40_seed605_L1_hybrid,16,0,0.673172,0.353796,0.164905,0.014444,16,437.0,9.137096,7.602714,3.485957,1.248536,5.0,6.0,,,,,0.0,0.0026479999999999837,-0.002912999999999999,-0.0012090000000000156,-0.0018529999999999987,43,11,18,14,272,211,113,456,347,423,0.596491,0.608069,0.267139
without_influencer,40,605,2,hybrid,without_influencer_size40_seed605_L2_hybrid,16,0,0.666577,0.567191,0.255253,0.008001,16,46.0,9.876027,10.952005,4.893739999999999,1.063279,3.0,7.0,,,,,0.0,0.0006869999999999932,-0.005252999999999952,-0.002218999999999971,-0.0005900000000000002,78,21,28,29,341,234,139,468,388,370,0.728632,0.603093,0.375676
without_influencer,40,605,3,hybrid,without_influencer_size40_seed605_L3_hybrid,16,0,0.679671,0.637578,0.286284,0.003111,16,16.0,10.414614,11.451156000000001,5.112664,0.970456,5.0,6.0,,,,,0.0,0.0003290000000000237,0.00013699999999994272,-7.499999999999174e-05,-0.001705,105,33,37,35,243,213,144,463,357,406,0.524838,0.596639,0.35468
without_influencer,60,11,1,hybrid,without_influencer_size60_seed11_L1_hybrid,16,0,0.667881,0.383574,0.17835,0.01294,16,1135.0,9.096166,7.831246999999999,3.5857010000000002,1.2402090000000001,6.0,10.0,,,,,0.0,0.0022139999999999382,-0.0035209999999999964,-0.001457999999999987,-0.001556,93,29,25,39,214,249,133,944,993,921,0.226695,0.250755,0.144408
without_influencer,60,11,2,hybrid,without_influencer_size60_seed11_L2_hybrid,16,0,0.668144,0.587594,0.266075,0.006701,16,128.0,9.898516,10.982859000000001,4.93526,1.087547,7.0,4.0,,,,,0.0,0.0006599999999999939,-0.0014780000000000904,-0.0007220000000000004,-0.0015840000000000003,160,52,35,73,368,250,136,973,1081,804,0.378212,0.231267,0.169154
without_influencer,60,11,3,hybrid,without_influencer_size60_seed11_L3_hybrid,16,0,0.676873,0.685731,0.309252,0.006931,16,28.0,10.359565,12.363323999999999,5.532862,0.9971260000000001,3.0,7.0,,,,,0.0,0.0005439999999999889,-0.0014939999999999953,-0.0007769999999999722,-0.000817,218,60,71,87,473,220,123,1000,1088,770,0.473,0.202206,0.15974
without_influencer,60,17,1,hybrid,without_influencer_size60_seed17_L1_hybrid,16,0,0.664146,0.391296,0.181081,0.012845,16,1078.0,9.071437,7.707203,3.527171,1.221546,6.0,12.0,,,,,0.0,0.0024290000000000145,-4.2000000000042004e-05,-2.9000000000001247e-05,-0.002491,106,37,35,34,169,146,184,882,994,943,0.19161,0.146881,0.195122
without_influencer,60,17,2,hybrid,without_influencer_size60_seed17_L2_hybrid,16,0,0.665586,0.590096,0.268133,0.008786,16,102.0,9.857624000000001,10.965454,4.925434,1.067855,3.0,4.0,,,,,0.0,0.0011740000000000084,-0.0011720000000000619,-0.00043799999999999395,-0.0015969999999999995,164,55,60,49,122,159,136,878,997,944,0.138952,0.159478,0.144068
without_influencer,60,17,3,hybrid,without_influencer_size60_seed17_L3_hybrid,16,0,0.674481,0.718091,0.323945,0.008014,16,24.0,10.328931,12.682189999999999,5.6790460000000005,0.9909379999999999,3.0,4.0,,,,,0.0,0.0006789999999999852,-0.0011459999999999804,-0.0006410000000000027,-0.0023549999999999995,229,84,75,70,175,127,168,885,969,965,0.19774,0.131063,0.174093
without_influencer,60,20,1,hybrid,without_influencer_size60_seed20_L1_hybrid,16,0,0.672804,0.36179,0.168274,0.013681,16,1131.0,9.221508,7.297534,3.3519560000000004,1.217208,6.0,9.0,,,,,-1.0,0.002251000000000003,-0.0019730000000000025,-0.0011670000000000014,-0.00032399999999999964,90,28,34,28,194,106,307,903,850,1061,0.214839,0.124706,0.28935
without_influencer,60,20,2,hybrid,without_influencer_size60_seed20_L2_hybrid,16,0,0.671548,0.557865,0.253828,0.009439,16,124.0,9.974893,10.440543,4.715388,1.073489,5.0,6.0,,,,,-1.0,0.0008179999999999854,-0.002854999999999941,-0.0012059999999999849,-0.0018850000000000013,151,53,49,49,300,133,372,926,754,1134,0.323974,0.176393,0.328042
without_influencer,60,20,3,hybrid,without_influencer_size60_seed20_L3_hybrid,16,0,0.679739,0.658323,0.297549,0.008204,16,29.0,10.427754,11.922719,5.35009,0.9720670000000001,5.0,6.0,,,,,0.0,0.00038599999999999746,-0.005689000000000055,-0.002363000000000004,0.0005759999999999993,215,73,78,64,207,145,336,910,761,1143,0.227473,0.190539,0.293963
without_influencer,60,22,1,hybrid,without_influencer_size60_seed22_L1_hybrid,16,0,0.671937,0.363103,0.168993,0.011784,16,1087.0,9.191555000000001,7.485054,3.4372810000000005,1.225298,5.0,8.0,,,,,0.0,0.0021860000000000213,-0.0010910000000000086,-0.00033199999999999896,-0.0022200000000000015,86,29,28,29,278,202,208,934,934,924,0.297645,0.216274,0.225108
without_influencer,60,22,2,hybrid,without_influencer_size60_seed22_L2_hybrid,16,0,0.670937,0.543007,0.247608,0.00771,16,106.0,9.958874999999999,10.553608,4.762748,1.064001,4.0,7.0,,,,,0.0,0.0008230000000000182,-0.0020839999999999748,-0.0009270000000000111,-0.0006860000000000008,156,67,39,50,190,348,443,873,937,982,0.21764,0.371398,0.45112
without_influencer,60,22,3,hybrid,without_influencer_size60_seed22_L3_hybrid,16,0,0.681764,0.648059,0.293624,0.004887,16,21.0,10.45003,11.688769,5.2605,0.9679580000000001,4.0,5.0,,,,,0.0,0.0003690000000000637,-0.0012439999999999118,-0.0004470000000000307,-0.0014689999999999998,212,60,74,78,202,361,336,884,930,978,0.228507,0.388172,0.343558
without_influencer,60,42,1,hybrid,without_influencer_size60_seed42_L1_hybrid,16,0,0.67406,0.343655,0.160071,0.013614,16,1148.0,9.215816,7.3259300000000005,3.3642469999999998,1.238168,5.0,6.0,,,,,0.0,0.0018580000000000263,-0.008006999999999986,-0.003717999999999999,-0.0011940000000000006,88,35,26,27,139,139,239,848,899,1068,0.163915,0.154616,0.223783
without_influencer,60,42,2,hybrid,without_influencer_size60_seed42_L2_hybrid,16,0,0.666496,0.591925,0.27021,0.008513,16,117.0,9.89325,10.934104999999999,4.9379919999999995,1.059768,5.0,3.0,,,,,0.0,0.0010299999999999754,-0.0006909999999999972,-0.0002889999999999837,-0.0007970000000000008,159,57,57,45,133,215,216,823,897,1095,0.161604,0.239688,0.19726
without_influencer,60,42,3,hybrid,without_influencer_size60_seed42_L3_hybrid,16,0,0.678181,0.667255,0.301073,0.00676,16,32.0,10.393338,11.897444,5.337637,0.980345,6.0,5.0,,,,,0.0,0.00033199999999999896,0.0007440000000000779,0.00032799999999999496,-0.0012300000000000002,218,85,75,58,117,216,285,804,895,1116,0.145522,0.241341,0.255376
without_influencer,60,70,1,hybrid,without_influencer_size60_seed70_L1_hybrid,16,0,0.669807,0.364676,0.169578,0.01224,16,1138.0,9.126769,7.59661,3.479259,1.241791,6.0,7.0,,,,,0.0,0.0021410000000000595,-0.00279299999999999,-0.0011649999999999994,-0.0010870000000000012,89,31,26,32,122,177,242,857,1009,938,0.142357,0.175421,0.257996
without_influencer,60,70,2,hybrid,without_influencer_size60_seed70_L2_hybrid,16,0,0.666737,0.589657,0.267644,0.008615,16,118.0,9.896336,10.986342,4.940754999999999,1.0702850000000002,6.0,4.0,,,,,0.0,0.0008200000000000429,-0.0023090000000000055,-0.0009730000000000016,-0.000758,151,53,44,54,114,347,188,787,1110,907,0.144854,0.312613,0.207277
without_influencer,60,70,3,hybrid,without_influencer_size60_seed70_L3_hybrid,16,0,0.677748,0.712696,0.320884,0.004836,16,26.0,10.383282,12.599918,5.636315,0.987199,4.0,5.0,,,,,0.0,0.0003690000000000637,-0.0023570000000000535,-0.0010609999999999786,-0.001033,228,80,68,80,128,332,192,771,1062,971,0.166018,0.312618,0.197734
without_influencer,60,605,1,hybrid,without_influencer_size60_seed605_L1_hybrid,16,0,0.6723,0.336428,0.155447,0.013404,16,1153.0,9.151582999999999,7.17337,3.282418,1.2467169999999999,8.0,9.0,,,,,-1.0,0.002246999999999999,-0.0034440000000000026,-0.001695000000000002,-0.0021980000000000003,91,27,31,33,279,358,292,903,991,892,0.30897,0.361251,0.327354
without_influencer,60,605,2,hybrid,without_influencer_size60_seed605_L2_hybrid,16,0,0.667247,0.597351,0.270622,0.008421,16,115.0,9.902564,11.216674,5.051166,1.065577,4.0,5.0,,,,,0.0,0.0008000000000000229,-0.003261999999999987,-0.001381000000000021,-0.0005479999999999999,167,57,49,61,292,311,255,948,985,853,0.308017,0.315736,0.298945
without_influencer,60,605,3,hybrid,without_influencer_size60_seed605_L3_hybrid,16,0,0.678264,0.682961,0.307807,0.00495,16,30.0,10.390865,12.299878,5.507378,0.9807379999999999,5.0,4.0,,,,,0.0,0.00039400000000000546,-0.0024250000000000105,-0.0008819999999999939,-0.0009479999999999992,236,75,69,92,293,203,268,922,971,893,0.317787,0.209063,0.300112
without_influencer,80,11,1,hybrid,without_influencer_size80_seed11_L1_hybrid,16,0,0.67108,0.345391,0.15997,0.014136,16,2220.0,9.139151,7.287792,3.332274,1.247022,8.0,9.0,,,,,-1.0,0.0024140000000000272,-0.005602999999999969,-0.0025080000000000102,-0.0008870000000000006,153,55,53,45,236,275,413,1600,1694,1710,0.1475,0.162338,0.24152
without_influencer,80,11,2,hybrid,without_influencer_size80_seed11_L2_hybrid,16,0,0.667661,0.576418,0.261883,0.010236,16,253.0,9.895145999999999,10.851427999999999,4.887961000000001,1.080795,6.0,4.0,,,,,0.0,0.0010819999999999164,-0.0032050000000000134,-0.0013550000000000506,-0.0007709999999999991,271,87,87,97,310,241,502,1644,1791,1569,0.188564,0.134562,0.319949
without_influencer,80,11,3,hybrid,without_influencer_size80_seed11_L3_hybrid,16,0,0.678873,0.685047,0.30812,0.006714,16,58.0,10.380288,12.26164,5.488735999999999,0.998994,5.0,8.0,,,,,0.0,0.00043599999999999195,-0.0017409999999999926,-0.0006590000000000207,-0.0013040000000000005,379,118,123,138,332,263,437,1684,1756,1564,0.19715,0.149772,0.279412
without_influencer,80,17,1,hybrid,without_influencer_size80_seed17_L1_hybrid,16,1,0.675221,0.340472,0.158592,0.012392,16,2207.0,9.196707,7.190343,3.3044900000000004,1.25356,12.0,13.0,,,,,1.0,0.0021529999999999605,-0.0020859999999999768,-0.0010409999999999864,-0.001542,156,54,52,50,289,243,218,1594,1732,1637,0.181305,0.1403,0.13317
without_influencer,80,17,2,hybrid,without_influencer_size80_seed17_L2_hybrid,16,0,0.666377,0.588117,0.267574,0.007772,16,228.0,9.874714999999998,11.094911,5.00481,1.071632,5.0,6.0,,,,,0.0,0.0007629999999999582,-0.0015939999999999843,-0.0007430000000000492,-0.0011720000000000003,264,96,85,83,237,348,515,1558,1735,1670,0.152118,0.200576,0.308383
without_influencer,80,17,3,hybrid,without_influencer_size80_seed17_L3_hybrid,16,0,0.678723,0.703451,0.316454,0.005402,16,47.0,10.379758,12.60103,5.636242,1.005283,7.0,5.0,,,,,0.0,0.0004290000000000127,-0.0007199999999999429,-0.0002909999999999857,-0.0017680000000000005,405,154,128,123,252,308,580,1646,1716,1601,0.153098,0.179487,0.362274
without_influencer,80,20,1,hybrid,without_influencer_size80_seed20_L1_hybrid,16,2,0.677299,0.324028,0.150458,0.013858,16,2223.0,9.265638000000001,6.774481,3.1059050000000004,1.235345,,6.0,,,,,0.0,0.0021179999999999533,-0.0042500000000000315,-0.0018559999999999965,-0.0007439999999999999,137,42,47,48,433,184,269,1570,1676,1751,0.275796,0.109785,0.153626
without_influencer,80,20,2,hybrid,without_influencer_size80_seed20_L2_hybrid,16,0,0.668966,0.545475,0.248794,0.009705,16,258.0,9.925319,10.498664,4.734742,1.065319,5.0,6.0,,,,,0.0,0.0010329999999999506,-0.0032280000000000086,-0.0012450000000000239,-0.0005159999999999991,252,78,86,88,398,336,368,1489,1575,1933,0.267293,0.213333,0.190378
without_influencer,80,20,3,hybrid,without_influencer_size80_seed20_L3_hybrid,16,0,0.67848,0.656005,0.294674,0.005704,16,62.0,10.388801,11.978292,5.348695,0.9844649999999999,4.0,5.0,,,,,0.0,0.00044399999999999995,-0.00218700000000005,-0.0009129999999999971,-0.0013909999999999999,374,133,116,125,480,196,719,1453,1550,1994,0.330351,0.126452,0.360582
without_influencer,80,22,1,hybrid,without_influencer_size80_seed22_L1_hybrid,16,2,0.669501,0.3536,0.163923,0.013648,16,2228.0,9.118177,7.267507,3.328087,1.244893,7.0,8.0,,,,,-1.0,0.002315000000000067,-0.005588999999999955,-0.0025199999999999945,-0.0016939999999999993,153,51,50,52,200,191,393,1534,1736,1725,0.130378,0.110023,0.227826
without_influencer,80,22,2,hybrid,without_influencer_size80_seed22_L2_hybrid,16,0,0.667372,0.568317,0.2572,0.008487,16,243.0,9.893352,10.746617,4.825968,1.067917,7.0,4.0,,,,,0.0,0.0007840000000000069,-0.0032610000000000694,-0.0014310000000000156,-0.00011399999999999952,268,93,84,91,118,421,337,1519,1828,1648,0.077683,0.230306,0.20449
without_influencer,80,22,3,hybrid,without_influencer_size80_seed22_L3_hybrid,16,0,0.675239,0.687429,0.30858,0.006989,16,54.0,10.345991999999999,12.287194,5.486145,0.9693959999999999,6.0,5.0,,,,,0.0,0.00040200000000001346,-0.0007470000000000532,-0.00029599999999996296,-0.0015989999999999997,390,137,121,132,188,533,250,1579,1759,1657,0.119063,0.303013,0.150875
without_influencer,80,42,1,hybrid,without_influencer_size80_seed42_L1_hybrid,16,1,0.669959,0.369154,0.171848,0.013244,16,2230.0,9.126701,7.655339999999999,3.518278,1.252805,10.0,9.0,,,,,1.0,0.002314999999999956,-0.0029990000000000294,-0.001361000000000001,-0.0017389999999999992,144,55,48,41,198,351,840,1609,1763,1624,0.123058,0.199092,0.517241
without_influencer,80,42,2,hybrid,without_influencer_size80_seed42_L2_hybrid,16,0,0.669121,0.565624,0.257551,0.008419,16,256.0,9.891967,10.879169000000001,4.897912,1.086014,3.0,6.0,,,,,0.0,0.0010719999999999619,-0.0025220000000000242,-0.0010950000000000126,-0.0018690000000000009,275,98,86,91,229,290,724,1489,1807,1700,0.153794,0.160487,0.425882
without_influencer,80,42,3,hybrid,without_influencer_size80_seed42_L3_hybrid,16,1,0.677841,0.697842,0.313641,0.006566,16,51.0,10.364051,12.547343000000001,5.606145000000001,1.005366,5.0,6.0,,,,,1.0,0.0004690000000000527,-0.0025880000000000347,-0.0011780000000000124,-0.0015280000000000007,394,145,104,145,199,416,655,1489,1783,1724,0.133647,0.233315,0.37993
without_influencer,80,70,1,hybrid,without_influencer_size80_seed70_L1_hybrid,16,1,0.672453,0.342814,0.159111,0.014051,16,2215.0,9.170738,7.214691999999999,3.3109260000000003,1.2420719999999998,10.0,11.0,,,,,-1.0,0.0019810000000000105,-0.0024230000000000085,-0.0010949999999999849,-0.0002960000000000011,142,54,45,43,398,164,191,1684,1682,1642,0.236342,0.097503,0.116322
without_influencer,80,70,2,hybrid,without_influencer_size80_seed70_L2_hybrid,16,0,0.665797,0.565639,0.256243,0.007898,16,253.0,9.866859000000002,10.784564,4.840820000000001,1.0706120000000001,7.0,6.0,,,,,0.0,0.0009319999999999329,-0.0035560000000000036,-0.0015049999999999786,-0.002246999999999999,257,91,80,86,328,521,228,1673,1614,1721,0.196055,0.3228,0.132481
without_influencer,80,70,3,hybrid,without_influencer_size80_seed70_L3_hybrid,16,0,0.677053,0.681336,0.306267,0.007116,16,59.0,10.363127,12.275562,5.488785,0.9910149999999999,4.0,7.0,,,,,0.0,0.0004770000000000607,-0.004418999999999951,-0.002010999999999985,-0.00042299999999999977,382,133,138,111,426,366,329,1561,1665,1782,0.272902,0.21982,0.184624
without_influencer,80,605,1,hybrid,without_influencer_size80_seed605_L1_hybrid,16,0,0.679427,0.31604,0.146619,0.012906,16,2352.0,9.241913,6.831957000000001,3.1307679999999998,1.259767,7.0,12.0,,,,,0.0,0.0022569999999999535,-0.0015860000000000318,-0.0007350000000000134,-0.0014519999999999984,148,50,41,57,251,274,234,1516,1739,1700,0.165567,0.157562,0.137647
without_influencer,80,605,2,hybrid,without_influencer_size80_seed605_L2_hybrid,16,0,0.671302,0.551805,0.250728,0.008502,16,244.0,9.955648,10.504993,4.7306930000000005,1.077383,8.0,5.0,,,,,0.0,0.0006519999999999859,-0.0036840000000000206,-0.001684999999999992,-0.001157,276,97,94,85,265,351,303,1556,1674,1725,0.170308,0.209677,0.175652
without_influencer,80,605,3,hybrid,without_influencer_size80_seed605_L3_hybrid,16,0,0.679205,0.67354,0.302108,0.004701,16,34.0,10.412621999999999,12.058708,5.380307999999999,0.971774,5.0,6.0,,,,,0.0,0.0003849999999999687,-0.0006720000000000059,-0.0003150000000000097,-0.001111,392,139,126,127,250,409,336,1559,1641,1755,0.160359,0.249238,0.191453
without_influencer,100,11,1,hybrid,without_influencer_size100_seed11_L1_hybrid,16,1,0.676036,0.337623,0.157126,0.0131,16,3713.0,9.213187000000001,7.018602,3.223636,1.2577280000000002,13.0,10.0,,,,,0.0,0.002222999999999975,-0.002768999999999966,-0.0012360000000000149,-0.0016819999999999995,223,75,78,70,340,197,319,2688,2421,2672,0.126488,0.081371,0.119386
without_influencer,100,11,2,hybrid,without_influencer_size100_seed11_L2_hybrid,16,0,0.667453,0.56443,0.256916,0.008287,16,402.0,9.89397,10.695029,4.822102,1.07682,4.0,7.0,,,,,0.0,0.0008159999999999279,-0.0020299999999999763,-0.0008480000000000154,-0.001164,392,112,147,133,373,353,540,2713,2466,2602,0.137486,0.143147,0.207533
without_influencer,100,11,3,hybrid,without_influencer_size100_seed11_L3_hybrid,16,0,0.676775,0.698432,0.314068,0.005712,16,72.0,10.369551000000001,12.419531,5.553306,0.9795969999999998,8.0,9.0,,,,,0.0,0.00039400000000000546,-0.0022699999999999942,-0.0009560000000000124,-0.001058,566,192,179,195,408,491,450,2715,2474,2592,0.150276,0.198464,0.173611
without_influencer,100,17,1,hybrid,without_influencer_size100_seed17_L1_hybrid,16,0,0.677792,0.323953,0.150622,0.012297,16,3784.0,9.251674999999999,6.7607420000000005,3.103344,1.254095,14.0,10.0,,,,,0.0,0.0019879999999999898,-0.0017179999999999973,-0.0008390000000000064,-0.001677999999999999,208,74,69,65,228,266,430,2556,2648,2569,0.089202,0.100453,0.16738
without_influencer,100,17,2,hybrid,without_influencer_size100_seed17_L2_hybrid,16,0,0.668289,0.554926,0.252191,0.008842,16,403.0,9.910095,10.585604,4.765655,1.079945,4.0,7.0,,,,,0.0,0.0009130000000000527,-0.0008839999999999959,-0.0004230000000000067,-0.000648000000000001,390,140,111,139,390,409,335,2583,2802,2388,0.150987,0.145967,0.140285
without_influencer,100,17,3,hybrid,without_influencer_size100_seed17_L3_hybrid,16,1,0.678321,0.666699,0.300319,0.00628,16,80.0,10.388029,12.083419,5.410292,0.9882709999999999,4.0,9.0,,,,,1.0,0.0004069999999999352,-0.0026239999999999597,-0.0012510000000000021,-0.0007549999999999996,578,207,173,198,537,426,322,2565,2848,2360,0.209357,0.149579,0.136441
without_influencer,100,20,1,hybrid,without_influencer_size100_seed20_L1_hybrid,16,0,0.681755,0.308847,0.143307,0.012954,16,3616.0,9.292598,6.627327999999999,3.037246,1.252238,10.0,6.0,,,,,0.0,0.002230999999999983,-0.0033350000000000324,-0.0015290000000000026,-0.002142999999999999,211,73,67,71,490,491,422,2488,2632,2667,0.196945,0.18655,0.15823
without_influencer,100,20,2,hybrid,without_influencer_size100_seed20_L2_hybrid,16,1,0.668926,0.540725,0.246555,0.009086,16,422.0,9.931135999999999,10.281661,4.636612,1.065846,8.0,9.0,,,,,1.0,0.0008200000000000429,-0.0028359999999999497,-0.0012169999999999959,-4.49999999999999e-05,372,125,133,114,335,447,1347,2327,2621,2839,0.143962,0.170546,0.474463
without_influencer,100,20,3,hybrid,without_influencer_size100_seed20_L3_hybrid,16,0,0.679347,0.678322,0.305293,0.006128,16,71.0,10.396663,12.215403,5.464069,0.985698,6.0,4.0,,,,,0.0,0.0004290000000000127,-0.001707000000000014,-0.0007420000000000204,-0.000954,596,203,216,177,275,249,816,2376,2557,2854,0.115741,0.09738,0.285915
without_influencer,100,22,1,hybrid,without_influencer_size100_seed22_L1_hybrid,16,2,0.673516,0.335933,0.156288,0.013148,16,3653.0,9.177245,7.065593,3.2395370000000003,1.2519,11.0,10.0,,,,,1.0,0.0021689999999999765,-0.002242999999999995,-0.0009399999999999964,-0.0017300000000000006,197,64,65,68,624,330,283,2518,2682,2633,0.247816,0.123043,0.107482
without_influencer,100,22,2,hybrid,without_influencer_size100_seed22_L2_hybrid,16,0,0.668128,0.572246,0.260674,0.00917,16,370.0,9.887202,10.918644,4.918011,1.085438,4.0,7.0,,,,,0.0,0.0010350000000000081,-0.002701999999999982,-0.0011919999999999709,-0.001295000000000001,377,140,123,114,410,398,359,2342,2718,2773,0.175064,0.146431,0.129463
without_influencer,100,22,3,hybrid,without_influencer_size100_seed22_L3_hybrid,16,0,0.676666,0.687974,0.309676,0.006725,16,73.0,10.354182999999999,12.30809,5.508309000000001,0.9911890000000001,5.0,6.0,,,,,0.0,0.0004429999999999712,-0.001639000000000057,-0.0006490000000000107,-0.0004349999999999996,583,222,192,169,376,327,976,2339,2645,2849,0.160752,0.123629,0.342576
without_influencer,100,42,1,hybrid,without_influencer_size100_seed42_L1_hybrid,16,1,0.674866,0.330929,0.15369,0.01301,16,3623.0,9.187912,6.974768000000001,3.196491,1.251903,10.0,8.0,,,,,-1.0,0.0023039999999999727,-0.0024340000000000472,-0.0011740000000000084,-0.002336999999999999,210,76,67,67,589,408,649,2468,2599,2747,0.238655,0.156983,0.236258
without_influencer,100,42,2,hybrid,without_influencer_size100_seed42_L2_hybrid,16,1,0.667405,0.567171,0.257721,0.008901,16,370.0,9.889698,10.738724,4.832717,1.080064,4.0,7.0,,,,,1.0,0.0009590000000000432,-0.0032889999999999864,-0.0013420000000000099,-0.0015610000000000016,400,160,118,122,587,324,396,2383,2611,2820,0.246328,0.12409,0.140426
without_influencer,100,42,3,hybrid,without_influencer_size100_seed42_L3_hybrid,16,0,0.67799,0.680346,0.30506,0.005237,16,72.0,10.379370999999999,12.201768999999999,5.444971,0.984089,6.0,7.0,,,,,0.0,0.0004349999999999632,-0.0020329999999999515,-0.0008900000000000019,-0.001209,609,215,206,188,450,536,661,2493,2598,2723,0.180505,0.206313,0.242747
without_influencer,100,70,1,hybrid,without_influencer_size100_seed70_L1_hybrid,16,1,0.674503,0.329014,0.152719,0.013916,16,3749.0,9.186398,7.004613,3.209154,1.258354,,7.0,,,,,-1.0,0.0022900000000000142,-0.00238900000000003,-0.0010249999999999981,-0.001471,213,74,70,69,487,389,535,2600,2642,2574,0.187308,0.147237,0.207848
without_influencer,100,70,2,hybrid,without_influencer_size100_seed70_L2_hybrid,16,0,0.669122,0.560128,0.255124,0.008274,16,424.0,9.9175,10.668816,4.8104309999999995,1.076365,5.0,11.0,,,,,0.0,0.0008200000000000429,-0.00195500000000004,-0.0008809999999999651,-0.0013030000000000003,386,132,108,146,525,847,471,2471,2816,2529,0.212465,0.300781,0.18624
without_influencer,100,70,3,hybrid,without_influencer_size100_seed70_L3_hybrid,16,0,0.679084,0.673634,0.302772,0.006229,16,78.0,10.394424,12.137891,5.428576,0.986351,6.0,12.0,,,,,0.0,0.00042600000000003746,-0.0013090000000000046,-0.0005789999999999962,-0.001581,574,191,169,214,678,988,447,2511,2873,2432,0.270012,0.343891,0.183799
without_influencer,100,605,1,hybrid,without_influencer_size100_seed605_L1_hybrid,16,5,0.676008,0.327884,0.152447,0.013941,16,3579.0,9.230138,6.896205999999999,3.1638,1.245852,,8.0,,,,,0.0,0.002127000000000101,-0.0027550000000000074,-0.0012520000000000031,-0.0011070000000000003,209,70,79,60,284,322,1030,2588,2457,2750,0.109737,0.131054,0.374545
without_influencer,100,605,2,hybrid,without_influencer_size100_seed605_L2_hybrid,16,0,0.668197,0.553264,0.251387,0.009083,16,383.0,9.902843,10.56402,4.7564530000000005,1.076945,6.0,7.0,,,,,0.0,0.0009270000000000111,-0.0021330000000000515,-0.0008919999999999484,-0.000364999999999999,388,132,134,122,254,367,859,2504,2550,2741,0.101438,0.143922,0.313389
without_influencer,100,605,3,hybrid,without_influencer_size100_seed605_L3_hybrid,16,0,0.677603,0.700777,0.314367,0.006121,16,87.0,10.37264,12.473437,5.568645,0.9836349999999999,8.0,9.0,,,,,0.0,0.00044599999999994644,-0.0011499999999999844,-0.0004689999999999972,-0.000869,593,214,200,179,277,195,935,2499,2405,2891,0.110844,0.081081,0.323418
without_influencer,120,11,1,hybrid,without_influencer_size120_seed11_L1_hybrid,12,0,0.661338,0.349462,0.161895,0.021981,12,5464.0,6.496747,5.653420999999999,2.5860309999999997,1.1867680000000003,12.0,9.0,,,,,-7.0,0.0046039999999999415,-0.007554000000000005,-0.003377999999999992,-0.003407999999999998,322,94,105,123,655,429,358,3776,3702,3756,0.173464,0.115883,0.095314
