variant,size,layers,step,moves_n,moves_mean,moves_std,moves_median,moves_min,moves_max,moves_ci95,tau_n,tau_mean,tau_std,tau_median,tau_min,tau_max,tau_ci95,entropy_n,entropy_mean,entropy_std,entropy_median,entropy_min,entropy_max,entropy_ci95,gini_n,gini_mean,gini_std,gini_median,gini_min,gini_max,gini_ci95,drift_n,drift_mean,drift_std,drift_median,drift_min,drift_max,drift_ci95
with_influencer,120,1,6,7,155.28571428571428,16.710418763097927,150.0,134,185,12.379251458253307,7,0.5946768571428571,0.0037160814230661463,0.593997,0.589873,0.601191,0.002752911643188007,7,0.2957241428571428,0.015641782373167188,0.295473,0.271209,0.323113,0.011587594541934348,7,0.1366927142857143,0.007216005398055218,0.136493,0.125587,0.149429,0.005345691607915046,7,0.07551314285714286,0.0018911500406341235,0.076177,0.072799,0.077902,0.0014009835558397286
with_influencer,120,1,7,7,132.57142857142858,13.818552057013099,136.0,118,157,10.236926622119876,7,0.6153851428571429,0.004013981540755242,0.615376,0.609391,0.621972,0.002973599138731824,7,0.2808344285714286,0.015388242913093795,0.280241,0.258378,0.308153,0.011399769881443514,7,0.12993257142857143,0.007140140938318209,0.12958,0.119693,0.142752,0.005289490429647579,7,0.063551,0.00167113893298353,0.06284,0.061415,0.06611,0.0012379970464154327
with_influencer,120,1,8,7,119.85714285714286,11.710800875382398,115.0,107,142,8.675482695504613,7,0.6322685714285715,0.004686271184966538,0.632012,0.625118,0.639805,0.0034716382768562436,7,0.2688457142857143,0.014794443086446184,0.26794,0.247736,0.294719,0.010959876813881926,7,0.12445614285714286,0.006860199886023042,0.123937,0.114837,0.136553,0.005082107195930969,7,0.05518071428571429,0.0018322504117692473,0.055099,0.053066,0.057721,0.0013573501001583929
with_influencer,120,1,9,7,117.14285714285714,12.772738827004066,114.0,104,141,9.462177339280847,7,0.6463137142857143,0.005578519418695456,0.646214,0.637852,0.655426,0.004132625018427549,7,0.2578642857142857,0.015595284316252853,0.258576,0.235446,0.284614,0.011553148299322276,7,0.11949385714285714,0.007197573443612127,0.119675,0.109351,0.132029,0.005332037024977728,7,0.048835857142857146,0.0018240273598616333,0.04833,0.04642,0.051281,0.001351258378056049
with_influencer,120,1,10,7,107.57142857142857,12.52806373516598,104.0,96,135,9.28091949467652,7,0.6587042857142856,0.006565339384837234,0.658231,0.648701,0.669567,0.004863671479804817,7,0.24764742857142857,0.015220536771712336,0.247139,0.226543,0.274386,0.011275531433282132,7,0.11479085714285715,0.007007445288847465,0.114274,0.105286,0.127203,0.005191188116850837,7,0.04301428571428571,0.0013807787312824257,0.04289,0.04122,0.045624,0.001022895198802562
with_influencer,120,1,11,7,108.14285714285714,13.993195625357487,104.0,91,133,10.366304388096397,7,0.6697350000000001,0.007419815855756295,0.668906,0.658352,0.682048,0.005496676507903047,7,0.23885942857142856,0.01599895674575005,0.237933,0.217839,0.268156,0.01185219302000548,7,0.11077585714285713,0.007364026399295689,0.110142,0.101285,0.124361,0.00545534710018223,7,0.037772571428571426,0.0013831113304361836,0.037764,0.035374,0.040047,0.0010246232124379504
with_influencer,120,1,12,7,103.57142857142857,5.380741673076393,103.0,98,111,3.98610921409169,7,0.6795822857142857,0.007904290959436447,0.678737,0.666892,0.691728,0.005855580687310168,7,0.22969828571428572,0.015525561285766612,0.228678,0.209976,0.257563,0.011501496755512588,7,0.10660257142857144,0.007189210848142348,0.105889,0.097565,0.119548,0.005325841927557871,7,0.03240157142857143,0.001852397622645028,0.033028,0.028261,0.033562,0.0013722753628432837
with_influencer,120,2,1,7,2166.8571428571427,35.385630659108756,2156.0,2134,2240,26.214042038571616,7,0.274218,0.002059587256385779,0.275173,0.271337,0.27637,0.0015257635914736846,7,0.964897,0.009327935641573283,0.96612,0.948203,0.974581,0.006910231426901222,7,0.4276134285714286,0.003616326260038994,0.427412,0.421051,0.431694,0.0026790119842459333,7,0.3661692857142857,0.0021394089303890863,0.366762,0.363508,0.369478,0.0015848963150944557
with_influencer,120,2,2,7,677.5714285714286,25.10549171567277,677.0,650,709,18.598408534065488,7,0.44368342857142856,0.0030672656583751574,0.443596,0.44037,0.450081,0.002272262198368258,7,0.696251142857143,0.01617329078479464,0.702268,0.661147,0.706569,0.0119813414834678,7,0.31534914285714283,0.007151255214496074,0.318373,0.299739,0.319981,0.0052977240006629326,7,0.2371437142857143,0.002032249141082013,0.236997,0.233856,0.239561,0.0015055112322397298
with_influencer,120,2,3,7,235.14285714285714,24.09307349584504,229.0,196,269,17.84839862097811,7,0.531353,0.003946038224177074,0.529765,0.528498,0.539859,0.002923266025435695,7,0.5160644285714285,0.018926762241661423,0.520388,0.475438,0.534766,0.014021141684223377,7,0.23613299999999998,0.00852028285915438,0.237556,0.217795,0.244153,0.006311913872669687,7,0.15419500000000003,0.0018845410581889638,0.153538,0.152175,0.157131,0.001396087553128381
with_influencer,120,2,4,7,141.42857142857142,22.94091790416665,140.0,117,185,16.99486981415274,7,0.585953,0.003935409466201299,0.584902,0.5832,0.59457,0.0029153921313378604,7,0.4291118571428571,0.01583422271988293,0.430346,0.39867,0.451135,0.011730156345829319,7,0.19736157142857144,0.007198501785259275,0.197493,0.183574,0.207205,0.005332724750094149,7,0.09812542857142857,0.0017463060878268022,0.097901,0.095461,0.10048,0.0012936816539885938
with_influencer,120,2,5,7,105.85714285714286,16.139274781606222,106.0,85,136,11.956142075658573,7,0.6130685714285714,0.0038535323992903926,0.611872,0.609497,0.621238,0.0028547367513426956,7,0.38756428571428575,0.014751814608314985,0.38958,0.361499,0.409052,0.01092829719534872,7,0.17863471428571429,0.006756768426654019,0.179238,0.166748,0.188324,0.005005484098546309,7,0.070677,0.0015946584796333887,0.070887,0.068745,0.072576,0.0011813395336932838
with_influencer,120,2,6,7,88.42857142857143,8.541216596737312,89.0,76,104,6.327421802493229,7,0.6300054285714286,0.003673485622545406,0.629268,0.626171,0.637102,0.0027213562325673654,7,0.3586762857142857,0.014099864948694677,0.358835,0.3359,0.380046,0.01044532612867593,7,0.1656412857142857,0.006450013532654688,0.165662,0.155301,0.175212,0.004778236892913538,7,0.05551657142857143,0.0011867382268418002,0.055658,0.054083,0.056994,0.0008791479814760049
with_influencer,120,2,7,7,75.85714285714286,8.64924989866311,74.0,67,86,6.407453992551695,7,0.6415122857142858,0.0034614125591674494,0.640841,0.637564,0.647767,0.002564250308634728,7,0.3364794285714286,0.013449455104912125,0.337097,0.314607,0.358697,0.00996349577353918,7,0.1556197142857143,0.006143828901542468,0.155875,0.145554,0.165575,0.004551412143939506,7,0.04694771428571428,0.001216285015156909,0.047069,0.045061,0.048484,0.0009010365485742893
with_influencer,120,2,8,7,72.28571428571429,12.789504625724508,67.0,60,92,9.474597616785633,7,0.6500060000000001,0.0034478202292656523,0.649572,0.64551,0.655962,0.002554180969730484,7,0.31822542857142855,0.01264097325969723,0.319281,0.297001,0.33836,0.009364564040993395,7,0.14736242857142856,0.005820505214530857,0.147857,0.13753,0.156406,0.0043118906046729225,7,0.042016142857142856,0.001778729924091102,0.041583,0.039895,0.044433,0.0013177015680342792
with_influencer,120,2,9,7,66.85714285714286,10.479003951212338,65.0,51,85,7.7629547639198995,7,0.6570698571428571,0.00364159069769292,0.656326,0.652302,0.663344,0.002697728141578885,7,0.3026142857142857,0.012993914636145203,0.303692,0.283338,0.322778,0.009626026671643917,7,0.14030171428571428,0.0060001022411923875,0.140764,0.131297,0.149396,0.004444937943923779,7,0.03864314285714286,0.0021187433719519894,0.037747,0.03575,0.041848,0.0015695870551623878
with_influencer,120,2,10,7,61.42857142857143,5.1269595556932455,61.0,55,68,3.79810479055015,7,0.6630294285714287,0.0038514112935884915,0.662317,0.657741,0.669346,0.002853165414248992,7,0.2889784285714286,0.013278160940144583,0.289557,0.27033,0.309746,0.009836599280455958,7,0.13417328571428572,0.0061418125911461875,0.134363,0.125458,0.14359,0.004549918440294657,7,0.03693657142857143,0.00218424821980339,0.036567,0.033508,0.039639,0.0016181137255458899
with_influencer,120,2,11,7,55.42857142857143,7.524562952029016,56.0,46,68,5.574274242745268,7,0.6682932857142857,0.004005609305057378,0.667686,0.662457,0.674611,0.0029673968997310407,7,0.2777961428571429,0.013471423327777598,0.279259,0.258447,0.299242,0.009979770060784635,7,0.12905714285714284,0.0062635662479818294,0.129768,0.119948,0.138784,0.004640114811510592,7,0.035166857142857146,0.002006454454053337,0.034535,0.032407,0.03789,0.0014864022606728413
with_influencer,120,2,12,7,55.714285714285715,8.260635280539582,55.0,47,66,6.119564254639921,7,0.6731622857142857,0.004052710151420713,0.672992,0.667154,0.679387,0.0030022896950161098,7,0.26696057142857144,0.014335656976657236,0.268549,0.246721,0.288069,0.010620003307469674,7,0.12415157142857143,0.006629790365140839,0.124882,0.114782,0.133736,0.004911417434183333,7,0.03436471428571428,0.0022752298575664607,0.033741,0.031314,0.037883,0.0016855138660163357
with_influencer,120,3,1,7,827.1428571428571,29.712110726259837,822.0,788,868,22.011039654379495,7,0.3759452857142857,0.0013209624918073782,0.376424,0.373669,0.377636,0.0009785827084786184,7,1.0436264285714285,0.011861708152105035,1.041633,1.023164,1.059125,0.008787276370571282,7,0.4594994285714286,0.004517191452556313,0.459488,0.451692,0.465648,0.0033463822582205653,7,0.3512244285714286,0.0021420367921787765,0.350792,0.34871,0.35527,0.0015868430623515672
with_influencer,120,3,2,7,203.57142857142858,15.27369353776991,196.0,190,225,11.314910516658982,7,0.5058484285714286,0.0022854639103941964,0.505237,0.503511,0.509965,0.0016930953584485394,7,0.7895441428571429,0.016368671381927245,0.787957,0.761231,0.811716,0.012126081455353448,7,0.356942,0.007045676688580022,0.356612,0.34473,0.366384,0.00521951033412139,7,0.2146182857142857,0.002256187471102944,0.214615,0.211288,0.21781,0.001671407068709874
with_influencer,120,3,3,7,104.0,10.066445913694333,102.0,89,119,7.457327492696919,7,0.5602028571428571,0.0025705401785469048,0.560037,0.55734,0.565297,0.0019042828133097166,7,0.594777,0.020274354103974167,0.592141,0.55756,0.621683,0.015019451706441667,7,0.27173457142857144,0.009080740973017982,0.270802,0.254942,0.283382,0.006727107053744084,7,0.15749885714285713,0.0009175987555519375,0.157491,0.15608,0.158739,0.0006797666709491824
with_influencer,120,3,4,7,91.0,10.16530045465127,94.0,76,102,7.53055996147254,7,0.5948377142857143,0.0030405095907476386,0.594465,0.592007,0.601119,0.0022524410260870253,7,0.4836431428571428,0.0184398298205142,0.482428,0.447881,0.50658,0.013660417098561337,7,0.22207585714285716,0.008296019736969692,0.221467,0.206002,0.232247,0.006145777426797475,7,0.1068497142857143,0.0022619336649782394,0.105994,0.104983,0.111549,0.0016756639087040462
with_influencer,120,3,5,7,83.71428571428571,7.273565968956486,81.0,76,94,5.388333075574795,7,0.6175255714285715,0.003005896974123976,0.616973,0.614303,0.623575,0.0022267996408597986,7,0.42701042857142857,0.014180029347138674,0.427567,0.401375,0.44355,0.010504712746115438,7,0.19666757142857144,0.006517924589344444,0.196966,0.185035,0.20446,0.004828546107749895,7,0.07523742857142857,0.002128202438455429,0.074915,0.072003,0.078616,0.001576594429691206
with_influencer,120,3,6,7,74.85714285714286,9.476788686550092,74.0,64,89,7.020503305794156,7,0.6321795714285715,0.002855660102156367,0.632663,0.629021,0.637383,0.0021155026085858007,7,0.3910168571428571,0.01363717991898827,0.391932,0.368975,0.411344,0.010102564261968339,7,0.18053114285714283,0.006297702105492429,0.180863,0.170478,0.190032,0.004665403008644238,7,0.05852371428571428,0.0013153264125032114,0.05862,0.05666,0.060221,0.0009744074425003118
with_influencer,120,3,7,7,65.14285714285714,4.879500364742664,64.0,58,71,3.6147844564602556,7,0.6428565714285713,0.002777555751444217,0.643206,0.639079,0.647488,0.002057642095862797,7,0.36586342857142856,0.01534079473014293,0.365374,0.34222,0.390963,0.01136461977561355,7,0.1691862857142857,0.007089540199342631,0.168938,0.158282,0.180837,0.005252004877631651,7,0.047530857142857146,0.001209135287243386,0.047436,0.045771,0.049534,0.0008957399560140214
with_influencer,120,3,8,7,55.142857142857146,9.719886340703294,53.0,42,71,7.200592568208073,7,0.6509527142857143,0.003081125482367667,0.651086,0.646515,0.655659,0.002282529699668045,7,0.34636000000000006,0.015638456520172716,0.344934,0.324512,0.372739,0.011585130715556606,7,0.16034485714285715,0.00722709982008855,0.159656,0.150342,0.172596,0.005353910470774297,7,0.04065314285714285,0.001651793412079874,0.040869,0.038388,0.0435,0.0012236656839730907
with_influencer,120,3,9,7,54.142857142857146,6.593647736738025,56.0,44,64,4.884642600368355,7,0.6578148571428571,0.0033364411393264873,0.658327,0.652824,0.662506,0.0024716701852256504,7,0.3287494285714286,0.015267507926499157,0.326408,0.309633,0.354029,0.011310328151702754,7,0.15236442857142857,0.0071025881868781405,0.151336,0.143513,0.164176,0.0052616709620677184,7,0.03596357142857143,0.001363197816061296,0.036159,0.033836,0.038222,0.0010098710745436764
with_influencer,120,3,10,7,48.0,11.460075625114056,46.0,36,70,8.489742830812563,7,0.6637449999999999,0.0034646999870118745,0.664157,0.658572,0.668215,0.0025666856692629857,7,0.31296957142857146,0.014012939911110042,0.310142,0.298112,0.337598,0.010380931159672849,7,0.145181,0.0064959354984482475,0.144004,0.138457,0.156778,0.004812256361250926,7,0.03260071428571428,0.0012001475901301634,0.032872,0.030047,0.033715,0.0008890817768162086
with_influencer,120,3,11,7,44.42857142857143,4.859943170351647,44.0,38,53,3.600296284104037,7,0.668813,0.00343923155176656,0.669405,0.663341,0.67292,0.002547818388399518,7,0.29970942857142857,0.013501249804581584,0.297065,0.286246,0.324125,0.010001865824015039,7,0.139174,0.0062739787748020545,0.138178,0.13294,0.150657,0.004647828519326707,7,0.029885142857142857,0.0009494158605113333,0.03009,0.027927,0.030898,0.0007033371121541454
with_influencer,120,3,12,7,37.714285714285715,4.990467102863407,38.0,31,44,3.69698976646316,7,0.6734044285714286,0.0032566908489622148,0.674089,0.668032,0.676894,0.0024125903433446726,7,0.288477,0.013727048468868564,0.287616,0.274989,0.312714,0.010169139815395729,7,0.13409957142857143,0.006384982220208671,0.133776,0.127855,0.145507,0.004730061022467539,7,0.027412285714285715,0.0008128539668529469,0.027276,0.026233,0.028407,0.0006021706455814665
with_influencer,140,1,1,7,5331.142857142857,17.468338705865957,5330.0,5311,5366,12.940726409286304,7,0.13210542857142857,0.0019417847337902762,0.13185,0.129068,0.134856,0.001438494261464633,7,0.8410671428571428,0.009624770792570798,0.839796,0.823884,0.855155,0.007130129984079305,7,0.3778967142857143,0.003946534417024875,0.378098,0.370806,0.38384,0.0029236336102414287,7,0.2687198571428571,0.0004660970673480666,0.268748,0.267951,0.269518,0.00034528953956546396
with_influencer,140,1,2,7,3350.285714285714,23.69046422588835,3347.0,3325,3392,17.5501414999044,7,0.3234998571428571,0.002534065931039892,0.324129,0.319147,0.326688,0.0018772623126244177,7,0.5264954285714286,0.013638109764640406,0.522953,0.508264,0.545769,0.01010325310126725,7,0.24173942857142855,0.006310613727605867,0.240025,0.233347,0.250784,0.004674968072161922,7,0.2182727142857143,0.001007895119260221,0.21813,0.217276,0.219655,0.0007466591532955295
with_influencer,140,1,3,7,1303.5714285714287,33.71378127144813,1303.0,1254,1346,24.975518679966058,7,0.45106228571428575,0.0038941741406998205,0.451557,0.444261,0.456212,0.0028848445747157057,7,0.40758442857142857,0.015107295664205229,0.401463,0.39084,0.431686,0.011191641246859192,7,0.18726614285714285,0.007039468598044682,0.184337,0.179528,0.198547,0.005214911316292923,7,0.15786014285714287,0.0013379798738610191,0.158036,0.155459,0.159807,0.0009911893615248278
with_influencer,140,1,4,7,498.42857142857144,37.41148283106468,477.0,458,560,27.71481432976475,7,0.529082,0.003049795621567648,0.529571,0.524227,0.53272,0.002259320213987672,7,0.34683857142857144,0.014329220028286523,0.342617,0.330879,0.371924,0.010615234749384174,7,0.15993485714285716,0.006698059431123105,0.157873,0.152527,0.171685,0.0049619918660151014,7,0.11565357142857144,0.0008362786332203832,0.115979,0.114432,0.116563,0.0006195238812722757
with_influencer,140,1,5,7,298.85714285714283,27.352200224897025,294.0,260,337,20.2627934895463,7,0.5676468571428571,0.0024729267025511365,0.567994,0.563918,0.570939,0.0018319697383235626,7,0.31793042857142856,0.012664649078664372,0.314609,0.305147,0.340756,0.009382103333133779,7,0.14687142857142857,0.005966364159663262,0.145166,0.14089,0.15761,0.004419944423361002,7,0.09461614285714286,0.0010753149040430667,0.094373,0.092997,0.096114,0.0007966044288101863
with_influencer,140,1,6,7,223.28571428571428,26.493485272888538,209.0,194,266,19.626648550716276,7,0.5943252857142857,0.002710917047438984,0.595311,0.58985,0.59791,0.0020082754530857416,7,0.2991088571428571,0.012461375839349502,0.293891,0.285904,0.321771,0.009231516410095716,7,0.138261,0.005903247044353355,0.13575,0.132127,0.148999,0.004373186609998097,7,0.075327,0.0013441216462805718,0.074508,0.074102,0.077252,0.000995739250205593
with_influencer,140,1,7,7,201.71428571428572,29.853611092095626,196.0,156,246,22.115864592338834,7,0.614833,0.002993349795797351,0.615561,0.610217,0.618785,0.0022175045610776083,7,0.2841432857142857,0.012916040333815998,0.278993,0.269805,0.307762,0.009568336581147906,7,0.131454,0.00607140917195781,0.12894,0.124831,0.14255,0.004497762857480748,7,0.063833,0.0014196567660294981,0.063847,0.061543,0.065416,0.0010516964499955935
with_influencer,140,1,8,7,188.57142857142858,32.51593016177939,176.0,142,233,24.088138159683485,7,0.6315917142857143,0.0036381825918209098,0.632609,0.625822,0.636646,0.002695203381416707,7,0.2720431428571429,0.01362019564750046,0.2666,0.256293,0.297719,0.010089982137572562,7,0.12590385714285715,0.006355403486497971,0.123307,0.118652,0.137861,0.0047081487898890115,7,0.05567314285714286,0.001583989733612714,0.055905,0.052383,0.057016,0.001173436016037233
with_influencer,140,1,9,7,181.57142857142858,32.2741234988504,180.0,129,230,23.909005276952307,7,0.6454761428571428,0.004103792897169311,0.646371,0.638832,0.651467,0.0030401323226465164,7,0.26053042857142855,0.013718367381691132,0.257581,0.243073,0.286884,0.010162708776017007,7,0.1207152857142857,0.006371905045177768,0.119249,0.11262,0.132902,0.004720373315632283,7,0.049343285714285715,0.002077103248459717,0.049845,0.045002,0.051336,0.0015387396199920678
with_influencer,140,1,10,7,176.42857142857142,25.02570107480936,180.0,127,202,18.53929880011647,7,0.6577585714285714,0.004836996652784398,0.659006,0.649723,0.664662,0.003583297266001417,7,0.25074942857142857,0.013753841510127778,0.248612,0.232967,0.276983,0.010188988378126646,7,0.11621642857142857,0.006346829414680022,0.115153,0.107999,0.128289,0.004701797028598033,7,0.043947,0.001646343828001916,0.044473,0.040426,0.045395,0.0012196285755917665
with_influencer,140,1,11,7,170.14285714285714,24.922737753763272,168.0,125,203,18.46302250445468,7,0.6687675714285714,0.0056798119645267405,0.670471,0.659009,0.676979,0.004207663586489153,7,0.24179685714285717,0.013997717830996254,0.239959,0.223616,0.267575,0.01036965448491575,7,0.112135,0.006483732052863793,0.111159,0.103672,0.124035,0.00480321592224765,7,0.03888357142857143,0.0010476263419659485,0.039161,0.036535,0.039578,0.0007760924549734187
with_influencer,140,1,12,7,168.0,27.098585448936877,164.0,122,208,20.07491303426576,7,0.6787752857142857,0.006358580389633269,0.68089,0.667615,0.6876,0.004710502272666908,7,0.23360557142857144,0.01452257365686426,0.23015,0.214833,0.259989,0.010758473121950596,7,0.10837157142857143,0.006725401644936477,0.106711,0.099629,0.120544,0.004982247261467459,7,0.03304614285714286,0.000851486431399318,0.033512,0.031844,0.03404,0.0006307899758239665
with_influencer,140,2,1,7,3027.8571428571427,50.99486435393445,3001.0,2988,3113,37.77752418215537,7,0.27344142857142856,0.0021899119356070616,0.272909,0.270569,0.277276,0.0016223094649295503,7,0.9588982857142857,0.007197122520245737,0.96051,0.9468,0.969645,0.005331702976273158,7,0.425202,0.002858863060728851,0.425465,0.420134,0.429432,0.002117875393501697,7,0.3686602857142857,0.0012208941688076822,0.36843,0.367341,0.3709,0.0009044510573823288
with_influencer,140,2,2,7,962.5714285714286,47.18706440984698,953.0,894,1038,34.95666650773974,7,0.44504971428571427,0.0017330208417948273,0.444201,0.44303,0.448147,0.0012838398059986632,7,0.6873189999999999,0.014785911548948632,0.686902,0.660518,0.707406,0.010953556562456465,7,0.31156199999999995,0.006541747804167742,0.311821,0.299728,0.320484,0.004846194592268591,7,0.23808442857142856,0.002123498831107358,0.238477,0.235892,0.241541,0.001573109948604993
with_influencer,140,2,3,7,334.7142857142857,36.3075487362903,348.0,263,374,26.89700850776284,7,0.533772,0.0031865094800842242,0.533401,0.5302,0.539185,0.0023605992577027234,7,0.5069542857142857,0.0163683395585735,0.505056,0.479112,0.530945,0.012125835637172948,7,0.2320165714285714,0.007346814453832872,0.23109,0.219544,0.24288,0.005442596312545452,7,0.1541617142857143,0.0020785295855713106,0.154184,0.150464,0.157017,0.0015397962653113137
with_influencer,140,2,4,7,206.71428571428572,23.034136158567545,209.0,174,242,17.0639268634157,7,0.58779,0.003554006612261726,0.588107,0.582833,0.593987,0.002632844943098629,7,0.4228525714285714,0.0128558377641851,0.421043,0.403395,0.444473,0.009523737893439391,7,0.19441514285714284,0.005781509129070353,0.193437,0.185747,0.20424,0.00428300190028754,7,0.09784771428571429,0.0009185446304318802,0.097943,0.096288,0.099012,0.0006804673848662159
with_influencer,140,2,5,7,158.71428571428572,14.941154414505434,159.0,139,182,11.068562086678948,7,0.6149285714285714,0.0034565003426946,0.615564,0.609672,0.620473,0.0025606112877462283,7,0.3800967142857143,0.011639850367226735,0.378123,0.361175,0.399196,0.008622921823512021,7,0.17519414285714285,0.005195241811137429,0.174207,0.166793,0.183779,0.003848688993272039,7,0.07045971428571428,0.0004989928904923465,0.070514,0.069751,0.071349,0.0003696591063849685
with_influencer,140,2,6,7,145.57142857142858,16.581688121309632,149.0,122,166,12.28388646425335,7,0.6314425714285715,0.003322723524316747,0.631915,0.626088,0.636615,0.002461508033814507,7,0.3514047142857143,0.010277016310101646,0.349351,0.336946,0.370022,0.007613320225359409,7,0.16228728571428572,0.004669316285220845,0.16122,0.155842,0.170849,0.00345907791135152,7,0.056444,0.0007703124907031799,0.056593,0.054971,0.057281,0.0005706554790180619
with_influencer,140,2,7,7,119.28571428571429,21.116457134300767,116.0,86,151,15.643290361472335,7,0.6431951428571429,0.003065527329762965,0.643895,0.638139,0.647914,0.0022709744265109314,7,0.3298947142857143,0.011459188143352998,0.329633,0.312382,0.349689,0.008489085375123365,7,0.15253814285714284,0.005251018454502299,0.152425,0.144579,0.161659,0.003890008908918673,7,0.047983142857142856,0.0012882571467647589,0.047891,0.046342,0.049867,0.0009543542498115328
with_influencer,140,2,8,7,114.0,10.908712114635714,114.0,99,128,8.081287026210614,7,0.6519284285714286,0.00312832760737227,0.65288,0.646586,0.656659,0.002317497523220536,7,0.31219585714285714,0.012735150940455728,0.309516,0.295011,0.335168,0.00943433184324854,7,0.14458514285714288,0.005863082506343445,0.143446,0.136738,0.155225,0.004343432303850647,7,0.042790714285714286,0.0014908279259397798,0.042694,0.040684,0.045117,0.0011044207830955247
with_influencer,140,2,9,7,103.71428571428571,14.395766573478996,100.0,83,119,10.664533119957323,7,0.6590677142857143,0.0033966594233298436,0.66016,0.653094,0.663887,0.002516280514304146,7,0.29699271428571433,0.012759302236855617,0.294055,0.280536,0.319842,0.009452223374000427,7,0.137703,0.005905297452288071,0.136482,0.130149,0.148333,0.004374705573452916,7,0.03957628571428572,0.001743002745674423,0.039609,0.037229,0.041796,0.0012912345038760395
with_influencer,140,2,10,7,99.85714285714286,13.873578863299494,96.0,80,119,10.277691050685135,7,0.6649117142857143,0.003462803763536419,0.665702,0.658911,0.669721,0.002565280927254037,7,0.2831835714285714,0.013378389288415135,0.281519,0.266023,0.30609,0.009910849479931904,7,0.13139,0.0062176309797221,0.130723,0.12345,0.14207,0.004606085488568356,7,0.03803542857142857,0.002124195993557944,0.038157,0.035315,0.040663,0.0015736264137759422
with_influencer,140,2,11,7,93.0,9.521904571390467,95.0,81,107,7.0539256210047085,7,0.6702522857142857,0.003595516314999626,0.670639,0.664111,0.67536,0.0026635957612220307,7,0.2707382857142857,0.013212415672569568,0.270283,0.253164,0.291939,0.009787894504648757,7,0.12576642857142856,0.00613984472814372,0.125677,0.117608,0.135646,0.004548460626981391,7,0.03691314285714286,0.002172701500327141,0.036603,0.033893,0.0394,0.00160955979605191
with_influencer,140,2,12,7,88.85714285714286,12.863754913562,94.0,70,105,9.529602999775664,7,0.6752358571428572,0.0037736372122295736,0.675461,0.668934,0.680574,0.002795549568486789,7,0.25964642857142856,0.012828116643492425,0.260587,0.243629,0.277651,0.009503201799842681,7,0.12068999999999999,0.0059514529038434535,0.121275,0.113249,0.128997,0.004408898010463234,7,0.03597128571428571,0.0022514528431130665,0.035823,0.0324,0.038356,0.0016678996072106184
with_influencer,140,3,1,7,1171.0,33.070631482731976,1172.0,1118,1211,24.49906664888821,7,0.37555442857142857,0.0018355414148730858,0.375394,0.373466,0.379057,0.0013597881093758608,7,1.0395621428571429,0.009251340757399624,1.040319,1.025625,1.055335,0.006853489142638698,7,0.45797385714285715,0.003154066128485133,0.457853,0.453574,0.46354,0.002336564886494707,7,0.3545314285714286,0.001281632664110224,0.354864,0.352142,0.355984,0.0009494467643843978
with_influencer,140,3,2,7,277.2857142857143,17.094972806006318,287.0,251,293,12.66413307994932,7,0.5071848571428571,0.0017753690159674157,0.507108,0.505116,0.510023,0.0013152117724533957,7,0.7868011428571429,0.010079599916474431,0.789304,0.771376,0.802413,0.007467072114325242,7,0.3560174285714286,0.004019921469263735,0.356903,0.349584,0.362448,0.002977999499350752,7,0.214365,0.0010653493949560977,0.21451,0.212854,0.216081,0.0007892218763651548
with_influencer,140,3,3,7,137.57142857142858,17.347979160478054,149.0,113,157,12.851562810283681,7,0.5612262857142858,0.001577656565319351,0.561377,0.558249,0.562825,0.0011687443393089312,7,0.591667,0.012738868133917279,0.591369,0.577236,0.615472,0.009437085578701375,7,0.2704507142857143,0.005687546474954,0.270507,0.26395,0.280954,0.004213393391998099,7,0.15730614285714287,0.0008541560022563065,0.157497,0.15585,0.158157,0.0006327676215905287
with_influencer,140,3,4,7,129.0,11.224972160321824,126.0,120,153,8.3155757467538,7,0.5958905714285715,0.002209352609336259,0.595794,0.591883,0.598679,0.0016367113175714998,7,0.48278128571428575,0.01314996370989017,0.482005,0.469403,0.509548,0.009741629443250237,7,0.22158314285714287,0.005966263136128318,0.220913,0.215439,0.233779,0.004419869584078996,7,0.10558257142857143,0.0009306957714783166,0.105348,0.104037,0.107061,0.0006894690761254868
with_influencer,140,3,5,7,113.42857142857143,7.742892285985963,116.0,102,124,5.736014876782194,7,0.6179512857142857,0.0027461903135243965,0.618254,0.612268,0.620773,0.0020344062542832046,7,0.42840414285714284,0.013199669382583948,0.426419,0.415506,0.454542,0.009778451920885368,7,0.19717342857142858,0.005959705553608688,0.196567,0.191176,0.208976,0.004415011658965351,7,0.07435928571428572,0.0011387595172358577,0.074902,0.072349,0.075439,0.0008436048559999342
with_influencer,140,3,6,7,97.85714285714286,8.952254305081885,99.0,82,108,6.631922798103125,7,0.6323804285714285,0.003004037885754362,0.633077,0.626472,0.635953,0.002225422408922246,7,0.3930037142857143,0.011096661896178285,0.392189,0.381584,0.414273,0.00822052217287118,7,0.18129814285714288,0.004999725173399417,0.181276,0.176002,0.190925,0.003703848241095563,7,0.05789671428571429,0.001125880946087066,0.057774,0.056321,0.059631,0.0008340642769794987
