variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,5,0,0.566595,0.556387,0.256592,0.085345,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,6,0,0.596925,0.528364,0.243228,0.063326,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,7,0,0.614579,0.504507,0.232213,0.057278,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,8,0,0.628196,0.483845,0.222712,0.044597,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,9,0,0.637262,0.462705,0.213847,0.036978,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,10,0,0.647545,0.441673,0.204406,0.032676,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,11,0,0.652505,0.425276,0.197014,0.027964,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,12,0,0.658686,0.417446,0.193302,0.024063,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,13,0,0.662229,0.411274,0.190801,0.018105,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,14,0,0.66436,0.400068,0.185669,0.018,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,15,0,0.667112,0.382166,0.177486,0.016346,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,1,hybrid,without_influencer_size20_seed20_L1_hybrid,16,0,0.66926,0.382166,0.177486,0.014525,outputs\size_sweep\metrics\without_influencer_size20_seed20_L1_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,1,6,0.375047,1.078753,0.471002,0.289101,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,2,3,0.519699,0.869127,0.386746,0.196442,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,3,0,0.581667,0.705459,0.317896,0.1315,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,4,0,0.616232,0.66143,0.298004,0.093015,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,5,0,0.634552,0.620408,0.280394,0.071904,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,6,0,0.648048,0.592492,0.267996,0.05958,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,7,0,0.656507,0.575921,0.261243,0.042834,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,8,0,0.662191,0.559536,0.254596,0.032142,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,9,0,0.665943,0.554681,0.252185,0.027262,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,10,0,0.668878,0.539999,0.246115,0.023034,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,11,0,0.672107,0.529122,0.240472,0.015292,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,12,0,0.6739,0.522413,0.236762,0.011913,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,13,0,0.675156,0.520453,0.235596,0.012591,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,14,0,0.676369,0.520453,0.235596,0.011586,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,15,0,0.677027,0.504008,0.22996,0.013466,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,2,hybrid,without_influencer_size20_seed20_L2_hybrid,16,0,0.678434,0.496486,0.226926,0.011863,outputs\size_sweep\metrics\without_influencer_size20_seed20_L2_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,1,0,0.497385,1.059221,0.462184,0.271078,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,2,1,0.592691,0.876862,0.389781,0.189571,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,3,0,0.632794,0.746845,0.335566,0.131096,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,4,0,0.654827,0.703003,0.316477,0.086812,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,5,0,0.668225,0.650168,0.294023,0.061976,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,6,0,0.673628,0.63045,0.285844,0.042345,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,7,0,0.678057,0.611463,0.277989,0.034174,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,8,0,0.680972,0.599087,0.272708,0.026966,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,9,0,0.682691,0.594557,0.270867,0.020471,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,10,0,0.683771,0.594089,0.270354,0.015476,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,11,0,0.684976,0.592237,0.26967,0.015297,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,12,0,0.686565,0.583186,0.265449,0.018254,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,13,0,0.687995,0.583274,0.265588,0.009324,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,14,0,0.688675,0.584158,0.266125,0.006295,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,15,0,0.689024,0.584158,0.266125,0.003967,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,20,3,hybrid,without_influencer_size20_seed20_L3_hybrid,16,0,0.689191,0.584494,0.266381,0.002173,outputs\size_sweep\metrics\without_influencer_size20_seed20_L3_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,1,64,0.177038,0.922089,0.408449,0.318085,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,2,16,0.36042,0.745748,0.3321,0.200177,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,3,1,0.472855,0.586659,0.26663,0.136376,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,4,0,0.529537,0.524697,0.239268,0.107304,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,5,0,0.573765,0.498314,0.228219,0.083158,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,6,1,0.598537,0.470398,0.216548,0.070145,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,7,0,0.618922,0.438307,0.201161,0.053045,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,8,0,0.632506,0.396603,0.182987,0.044785,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,9,0,0.642847,0.38256,0.17773,0.033466,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,10,0,0.650137,0.383339,0.178196,0.031092,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,11,0,0.656356,0.371317,0.172633,0.028596,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,12,0,0.660765,0.370407,0.17258,0.025827,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,13,0,0.665238,0.359389,0.166616,0.021959,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,14,0,0.668871,0.356349,0.164341,0.016813,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,15,0,0.671841,0.342442,0.158597,0.014432,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,1,hybrid,without_influencer_size20_seed22_L1_hybrid,16,0,0.673493,0.3393,0.156959,0.014043,outputs\size_sweep\metrics\without_influencer_size20_seed22_L1_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,1,8,0.391782,1.056652,0.46663,0.29011,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,2,0,0.523295,0.922787,0.407419,0.197077,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,3,2,0.576354,0.801921,0.353313,0.136015,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,4,0,0.609813,0.746549,0.331715,0.099767,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,5,0,0.629129,0.701883,0.312947,0.072431,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,6,0,0.641345,0.664524,0.296584,0.052182,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,7,0,0.649278,0.64825,0.289283,0.048623,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,8,0,0.655848,0.610446,0.273147,0.037916,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,9,0,0.661137,0.600673,0.268703,0.030292,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,10,0,0.665529,0.590865,0.265053,0.027056,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,11,0,0.669058,0.554994,0.250719,0.025222,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,12,0,0.671959,0.547377,0.248492,0.018681,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,13,0,0.674885,0.542386,0.246122,0.016666,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,14,0,0.676707,0.54075,0.245505,0.01365,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,15,0,0.677928,0.537123,0.243758,0.012751,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,2,hybrid,without_influencer_size20_seed22_L2_hybrid,16,0,0.679723,0.529269,0.240282,0.009536,outputs\size_sweep\metrics\without_influencer_size20_seed22_L2_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,1,4,0.504401,1.10598,0.48349,0.27533,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,2,2,0.589378,0.92212,0.407725,0.200977,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,3,0,0.623826,0.834866,0.370923,0.120843,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,4,0,0.646745,0.754273,0.337606,0.097237,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,5,2,0.656609,0.711341,0.319549,0.072265,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,6,1,0.662213,0.676946,0.30378,0.063038,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,7,0,0.669662,0.660951,0.298228,0.048585,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,8,0,0.674572,0.640981,0.289865,0.031055,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,9,0,0.677348,0.641342,0.290338,0.020007,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,10,0,0.679166,0.629415,0.285041,0.016825,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,11,0,0.680517,0.625923,0.283462,0.017688,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,12,0,0.680982,0.606146,0.274913,0.015206,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,13,0,0.682011,0.606146,0.274913,0.011968,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,14,0,0.68246,0.612493,0.277852,0.010526,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,15,0,0.683162,0.612493,0.277852,0.006628,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,22,3,hybrid,without_influencer_size20_seed22_L3_hybrid,16,0,0.683563,0.612493,0.277852,0.007166,outputs\size_sweep\metrics\without_influencer_size20_seed22_L3_hybrid.csv
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,1,65,0.149976,1.035168,0.458379,0.2948,outputs\size_sweep\metrics\without_influencer_size20_seed42_L1_hybrid.csv
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,2,16,0.32077,0.843742,0.376788,0.218145,outputs\size_sweep\metrics\without_influencer_size20_seed42_L1_hybrid.csv
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,3,3,0.448356,0.716491,0.324174,0.142481,outputs\size_sweep\metrics\without_influencer_size20_seed42_L1_hybrid.csv
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,4,0,0.522653,0.663047,0.302042,0.111721,outputs\size_sweep\metrics\without_influencer_size20_seed42_L1_hybrid.csv
without_influencer,20,42,1,hybrid,without_influencer_size20_seed42_L1_hybrid,5,0,0.566536,0.642533,0.293834,0.085124,outputs\size_sweep\metrics\without_influencer_size20_seed42_L1_hybrid.csv
