variant,size,layers,final_moves_n,final_moves_mean,final_moves_std,final_moves_median,final_moves_min,final_moves_max,final_moves_ci95,final_tau_n,final_tau_mean,final_tau_std,final_tau_median,final_tau_min,final_tau_max,final_tau_ci95,final_entropy_n,final_entropy_mean,final_entropy_std,final_entropy_median,final_entropy_min,final_entropy_max,final_entropy_ci95,final_gini_n,final_gini_mean,final_gini_std,final_gini_median,final_gini_min,final_gini_max,final_gini_ci95,final_drift_n,final_drift_mean,final_drift_std,final_drift_median,final_drift_min,final_drift_max,final_drift_ci95,auc_moves_n,auc_moves_mean,auc_moves_std,auc_moves_median,auc_moves_min,auc_moves_max,auc_moves_ci95,auc_tau_n,auc_tau_mean,auc_tau_std,auc_tau_median,auc_tau_min,auc_tau_max,auc_tau_ci95,auc_entropy_n,auc_entropy_mean,auc_entropy_std,auc_entropy_median,auc_entropy_min,auc_entropy_max,auc_entropy_ci95,auc_gini_n,auc_gini_mean,auc_gini_std,auc_gini_median,auc_gini_min,auc_gini_max,auc_gini_ci95,auc_drift_n,auc_drift_mean,auc_drift_std,auc_drift_median,auc_drift_min,auc_drift_max,auc_drift_ci95,first_zero_moves_step_n,first_zero_moves_step_mean,first_zero_moves_step_std,first_zero_moves_step_median,first_zero_moves_step_min,first_zero_moves_step_max,first_zero_moves_step_ci95,stable_moves_step_n,stable_moves_step_mean,stable_moves_step_std,stable_moves_step_median,stable_moves_step_min,stable_moves_step_max,stable_moves_step_ci95,stable_tau_step_n,stable_tau_step_mean,stable_tau_step_std,stable_tau_step_median,stable_tau_step_min,stable_tau_step_max,stable_tau_step_ci95,stable_entropy_step_n,stable_entropy_step_mean,stable_entropy_step_std,stable_entropy_step_median,stable_entropy_step_min,stable_entropy_step_max,stable_entropy_step_ci95,stable_gini_step_n,stable_gini_step_mean,stable_gini_step_std,stable_gini_step_median,stable_gini_step_min,stable_gini_step_max,stable_gini_step_ci95,stable_drift_step_n,stable_drift_step_mean,stable_drift_step_std,stable_drift_step_median,stable_drift_step_min,stable_drift_step_max,stable_drift_step_ci95,delta_moves_last_n,delta_moves_last_mean,delta_moves_last_std,delta_moves_last_median,delta_moves_last_min,delta_moves_last_max,delta_moves_last_ci95,delta_tau_last_n,delta_tau_last_mean,delta_tau_last_std,delta_tau_last_median,delta_tau_last_min,delta_tau_last_max,delta_tau_last_ci95,delta_entropy_last_n,delta_entropy_last_mean,delta_entropy_last_std,delta_entropy_last_median,delta_entropy_last_min,delta_entropy_last_max,delta_entropy_last_ci95,delta_gini_last_n,delta_gini_last_mean,delta_gini_last_std,delta_gini_last_median,delta_gini_last_min,delta_gini_last_max,delta_gini_last_ci95,delta_drift_last_n,delta_drift_last_mean,delta_drift_last_std,delta_drift_last_median,delta_drift_last_min,delta_drift_last_max,delta_drift_last_ci95,total_clusters_n,total_clusters_mean,total_clusters_std,total_clusters_median,total_clusters_min,total_clusters_max,total_clusters_ci95,num_clusters_red_n,num_clusters_red_mean,num_clusters_red_std,num_clusters_red_median,num_clusters_red_min,num_clusters_red_max,num_clusters_red_ci95,num_clusters_green_n,num_clusters_green_mean,num_clusters_green_std,num_clusters_green_median,num_clusters_green_min,num_clusters_green_max,num_clusters_green_ci95,num_clusters_blue_n,num_clusters_blue_mean,num_clusters_blue_std,num_clusters_blue_median,num_clusters_blue_min,num_clusters_blue_max,num_clusters_blue_ci95,largest_red_n,largest_red_mean,largest_red_std,largest_red_median,largest_red_min,largest_red_max,largest_red_ci95,largest_green_n,largest_green_mean,largest_green_std,largest_green_median,largest_green_min,largest_green_max,largest_green_ci95,largest_blue_n,largest_blue_mean,largest_blue_std,largest_blue_median,largest_blue_min,largest_blue_max,largest_blue_ci95,total_red_n,total_red_mean,total_red_std,total_red_median,total_red_min,total_red_max,total_red_ci95,total_green_n,total_green_mean,total_green_std,total_green_median,total_green_min,total_green_max,total_green_ci95,total_blue_n,total_blue_mean,total_blue_std,total_blue_median,total_blue_min,total_blue_max,total_blue_ci95,frac_largest_red_n,frac_largest_red_mean,frac_largest_red_std,frac_largest_red_median,frac_largest_red_min,frac_largest_red_max,frac_largest_red_ci95,frac_largest_green_n,frac_largest_green_mean,frac_largest_green_std,frac_largest_green_median,frac_largest_green_min,frac_largest_green_max,frac_largest_green_ci95,frac_largest_blue_n,frac_largest_blue_mean,frac_largest_blue_std,frac_largest_blue_median,frac_largest_blue_min,frac_largest_blue_max,frac_largest_blue_ci95
baseline,20,1,7,101.71428571428571,3.6384193323605825,102.0,97,108,2.695378761262815,7,0.812925,0.043856372836035246,0.833333,0.75,0.857143,0.03248925566025379,7,0.4128307142857143,0.07108410437107648,0.435166,0.323745,0.525187,0.052659841453975766,7,0.18156442857142857,0.03009218595060376,0.19117,0.145075,0.229353,0.022292603320850615,7,0.0,0.0,0.0,0.0,0.0,0.0,7,1615.7142857142858,49.00923139475627,1623.0,1548.0,1671.0,36.30654670074439,7,11.248469428571427,0.40197464301033364,11.267857,10.580953000000001,11.753573,0.2977869828526072,7,8.277695428571429,0.6210337872804926,8.176302,7.525018,9.391952,0.46006826793557604,7,3.6581434285714285,0.27307068565230325,3.6077779999999997,3.339203,4.16327,0.20229359488180865,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,5,9.0,4.69041575982343,10.0,2.0,15.0,4.111330684826994,7,9.714285714285714,3.9880774697543053,10.0,5.0,16.0,2.9544091343842904,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,-0.5714285714285714,6.972736021035618,0.0,-10.0,12.0,5.165475131421439,7,0.02959171428571426,0.049388767676177434,0.033332999999999946,-0.050000000000000044,0.08333299999999999,0.03658771111271106,7,0.010400142857142842,0.09399270172630173,0.026065999999999978,-0.13573400000000002,0.11179199999999995,0.06963076787040241,7,0.004575857142857147,0.039441592084281496,0.012340000000000018,-0.055226,0.046964000000000006,0.02921874031088952,7,0.0,0.0,0.0,0.0,0.0,0.0,7,32.42857142857143,6.1334368521284715,30.0,26,43,4.543713605998219,7,11.285714285714286,3.683941988065036,13.0,7,17,2.72910241654651,7,11.142857142857142,2.544836041121407,11.0,8,16,1.8852409218275878,7,10.0,2.3804761428476167,10.0,7,14,1.7634814052511771,7,60.57142857142857,16.651898218693095,61.0,35,82,12.335898832269985,7,79.71428571428571,18.776885486454578,86.0,55,101,13.910111430179127,7,75.42857142857143,15.40408109189621,81.0,50,96,11.411502968496306,7,102.14285714285714,7.335497516155521,104.0,88,111,5.434212607790264,7,107.28571428571429,7.952238379104041,109.0,93,118,5.891100632875546,7,105.28571428571429,12.983506020002018,107.0,91,130,9.618315860897894,7,0.5921894285714285,0.15008629129810305,0.666667,0.336538,0.738739,0.1111854805529379,7,0.7390892857142857,0.14880642370623012,0.803738,0.539216,0.901786,0.11023734137236559,7,0.7205615714285714,0.15255337212142853,0.66055,0.549451,0.897196,0.11301311960332627
baseline,40,1,7,417.2857142857143,10.750415274370967,420.0,399,431,7.964019085863619,7,0.8081631428571429,0.0430738335242661,0.833333,0.75,0.857143,0.03190954242543338,7,0.4130008571428571,0.05204134950347517,0.426623,0.317255,0.462809,0.038552771229949205,7,0.18076485714285714,0.02183049182091088,0.187826,0.139211,0.200804,0.01617225465978074,7,0.0,0.0,0.0,0.0,0.0,0.0,7,6599.0,69.23871749245501,6609.0,6459.0,6682.0,51.29275972298624,7,11.545747571428572,0.10695031548318394,11.520237999999999,11.419046999999999,11.699999,0.07922990247435319,7,8.127058142857143,0.1280219788948087,8.197278,7.976316,8.261887999999999,0.09484000918168664,7,3.574018,0.0538325082578671,3.6022320000000003,3.5128,3.623769,0.03987968020432124,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,2,12.0,4.242640687119285,12.0,9.0,15.0,5.879999999999998,7,9.142857142857142,3.387652649872841,11.0,5.0,13.0,2.5096082031531,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,6.0,19.157244060668017,8.0,-35.0,21.0,14.191885005171088,7,-0.015306142857142855,0.07639927907694016,0.0,-0.10714299999999999,0.10714299999999999,0.056597377979017115,7,-0.007860571428571423,0.08154705761472358,0.00022800000000000598,-0.134978,0.098551,0.06041090568733209,7,-0.003333571428571428,0.03434682166206525,-0.00011899999999998023,-0.059054999999999996,0.03994900000000001,0.025444481564127024,7,0.0,0.0,0.0,0.0,0.0,0.0,7,127.42857142857143,18.653481738066514,135.0,97,151,13.818692654034486,7,45.142857142857146,7.335497516155521,48.0,33,53,5.434212607790264,7,42.57142857142857,8.67673407946298,43.0,30,55,6.4278145586194375,7,39.714285714285715,5.219012860502955,41.0,31,47,3.8662988330788224,7,191.14285714285714,46.38400791734357,195.0,119,255,34.36175393272778,7,231.42857142857142,64.71954146638437,220.0,159,325,47.94490727213197,7,132.42857142857142,36.14718588796433,133.0,89,183,26.77821004722558,7,410.2857142857143,10.127755357009207,408.0,394,425,7.502746163905584,7,427.14285714285717,22.460547421561003,437.0,397,452,16.63900638059056,7,410.14285714285717,16.57737988373083,404.0,394,443,12.280694877191054,7,0.46579871428571423,0.11031862879059952,0.492386,0.28401,0.6,0.08172518389212143,7,0.541754,0.1479389531777663,0.496614,0.399549,0.719027,0.10959471021172752,7,0.3235212857142857,0.09030185736316886,0.330846,0.211905,0.4575,0.06689655210284808
baseline,60,1,7,939.1428571428571,42.56535591075828,954.0,874,988,31.53285693790949,7,0.8047617142857143,0.03933962822953585,0.833333,0.75,0.833333,0.029143204430224664,7,0.43074757142857145,0.04552177378594829,0.432555,0.363891,0.507874,0.03372300194932435,7,0.18807785714285716,0.018999357264817943,0.189259,0.159908,0.220196,0.014074920829977456,7,0.0,0.0,0.0,0.0,0.0,0.0,7,14845.714285714286,142.515162100639,14800.0,14706.0,15127.0,105.57670955281756,7,11.409012571428573,0.1304453336866401,11.415475,11.179762,11.615473999999999,0.09663525553463219,7,8.396291,0.23757996347475713,8.349221,8.156854,8.893074,0.17600169995688433,7,3.689204,0.0983217148802848,3.678133,3.588032,3.8930050000000005,0.07283774569417709,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,1,7.0,,7.0,7.0,7.0,0.0,5,8.2,3.8987177379235853,7.0,5.0,15.0,3.4173767717358876,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,9.571428571428571,45.11414095697395,29.0,-49.0,57.0,33.42102332365064,7,0.0,0.07071036384906151,0.0,-0.08333299999999999,0.08333299999999999,0.05238297060066243,7,-0.00459257142857143,0.06823260674061228,0.02634700000000001,-0.113315,0.08123200000000003,0.05054742244757227,7,-0.0023414285714285776,0.028359049471947773,0.009560999999999986,-0.048251000000000016,0.03353800000000001,0.021008677849866392,7,0.0,0.0,0.0,0.0,0.0,0.0,7,279.0,23.65022903342235,280.0,235,300,17.520334852203405,7,94.42857142857143,6.80336051416609,95.0,84,102,5.039999999999999,7,90.42857142857143,12.474736374731437,96.0,71,101,9.241414033216634,7,94.14285714285714,7.559289460184545,94.0,80,103,5.6,7,233.42857142857142,51.84546634906836,225.0,164,290,38.40765895842477,7,227.71428571428572,107.41929417895447,198.0,144,466,79.57732675412848,7,264.7142857142857,98.52870019392705,270.0,150,412,72.9910825603603,7,916.1428571428571,20.194294337993696,915.0,892,952,14.960142601815889,7,948.8571428571429,34.114652626247334,957.0,887,984,25.27248833547394,7,947.5714285714286,33.48062694981056,939.0,911,1012,24.802795541363206,7,0.2546124285714286,0.05536563083073933,0.243506,0.178067,0.31694,0.04101543330033707,7,0.24027457142857142,0.11238301479888191,0.210638,0.148914,0.486938,0.08325450244874928,7,0.2804265714285714,0.1087064639566221,0.266798,0.159744,0.443011,0.08053087546964
baseline,80,1,7,1683.4285714285713,35.92518681397565,1673.0,1641,1747,26.613750831728574,7,0.8023808571428572,0.02793593388707198,0.8,0.75,0.833333,0.020695229438109638,7,0.4209664285714286,0.03167269191726074,0.434036,0.361634,0.456874,0.02346345852621049,7,0.184103,0.013034812925393295,0.189277,0.159932,0.199412,0.009656324548315474,7,0.0,0.0,0.0,0.0,0.0,0.0,7,26415.571428571428,304.66421797494684,26384.0,26059.0,26991.0,225.69841115967122,7,11.468196285714287,0.08566060729747006,11.429761,11.395237000000002,11.634522,0.06345826593788383,7,8.352775714285714,0.16162617437130927,8.411191,8.036921,8.485686000000001,0.11973434556866878,7,3.6660655714285713,0.06848040051201315,3.69151,3.5286079999999997,3.7192060000000002,0.050730990642328395,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,0,,,,,,0.0,7,8.571428571428571,4.825527358301296,7.0,5.0,16.0,3.5748006937450376,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,-1.4285714285714286,37.14771030564846,9.0,-49.0,35.0,27.51940890838076,7,-0.020067999999999992,0.04867578885852799,-0.033332999999999946,-0.10714299999999999,0.033332999999999946,0.036059529013075006,7,-0.021942857142857135,0.04513116129102142,-0.01705899999999999,-0.10737199999999997,0.029536000000000007,0.03343363216356447,7,-0.00894314285714286,0.01879177659180181,-0.007432999999999995,-0.04407,0.013115999999999989,0.013921142915397906,7,0.0,0.0,0.0,0.0,0.0,0.0,7,485.14285714285717,26.23247714461707,478.0,440,515,19.43329102339591,7,159.85714285714286,8.414839499926531,163.0,144,167,6.233800339012044,7,164.42857142857142,15.788784446109657,165.0,143,189,11.696495201555036,7,160.85714285714286,9.805246409084125,164.0,144,172,7.263828191800795,7,303.57142857142856,96.31174580990826,264.0,189,458,71.34873976929562,7,348.14285714285717,232.24156143365653,327.0,181,851,172.04695638109962,7,452.0,148.93287078412206,454.0,218,643,110.33101467855717,7,1632.4285714285713,24.123689206926482,1625.0,1607,1667,17.87107905714332,7,1673.142857142857,24.89597404821759,1673.0,1639,1704,18.44319567392448,7,1682.7142857142858,40.24804047285733,1670.0,1621,1749,29.816165637676036,7,0.18559814285714285,0.05729225098687305,0.164077,0.11761,0.275406,0.042442693485461064,7,0.20924657142857142,0.14287799636386417,0.198062,0.107802,0.519219,0.10584550093655311,7,0.2680261428571429,0.08610810885824204,0.259577,0.130539,0.376464,0.06378977973339617
baseline,100,1,7,2614.4285714285716,63.59731950026708,2609.0,2513,2692,47.11355360544705,7,0.7999998571428572,0.03726765055392574,0.8,0.75,0.833333,0.027608261887736907,7,0.4153181428571429,0.035178199235836254,0.431039,0.362779,0.449363,0.026060374689749435,7,0.18197785714285716,0.014888143811196113,0.188908,0.159683,0.196693,0.01102929128218128,7,0.0,0.0,0.0,0.0,0.0,0.0,7,41252.0,228.5570680012615,41278.0,40865.0,41612.0,169.3174454488767,7,11.472618,0.06278350514798167,11.472618,11.379761,11.584522,0.04651067149638078,7,8.33165942857143,0.08797123022491948,8.374436,8.150839999999999,8.404454,0.0651699993569927,7,3.6579455714285714,0.03710810904127346,3.674594,3.582072,3.691922,0.02749007188118161,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,0,,,,,,0.0,7,6.714285714285714,4.111540089159037,5.0,5.0,16.0,3.0458715227884006,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,-8.285714285714286,155.94519794435723,-11.0,-199.0,183.0,115.52581933634285,7,-0.023809428571428568,0.04498654119792251,0.0,-0.08333299999999999,0.033332999999999946,0.033326496099306116,7,-0.02418571428571428,0.0566635159743148,-0.018750999999999962,-0.10101199999999999,0.03164499999999998,0.04197692007000037,7,-0.00975642857142857,0.02404423240513993,-0.007654999999999995,-0.04258600000000001,0.013421000000000016,0.017812216634643392,7,0.0,0.0,0.0,0.0,0.0,0.0,7,743.8571428571429,76.44917390316387,781.0,628,814,56.63434058354819,7,252.57142857142858,21.267009998721356,260.0,221,278,15.754821484231421,7,246.42857142857142,29.102446305291608,247.0,210,281,21.55939393087539,7,244.85714285714286,32.40076424730633,255.0,197,282,24.00282205630552,7,490.42857142857144,122.81945712149621,495.0,323,657,90.98592711696315,7,495.14285714285717,137.40988388931922,475.0,309,682,101.79466652695187,7,596.8571428571429,245.02205925958896,575.0,273,1027,181.5148816672249,7,2570.8571428571427,31.339158526400382,2569.0,2525,2612,23.216373532487797,7,2609.8571428571427,31.082838627494368,2620.0,2564,2640,23.026489094084667,7,2619.1428571428573,46.286890049734254,2640.0,2526,2659,34.28980800957236,7,0.19104414285714286,0.049096944811357894,0.192158,0.12573,0.257849,0.036371525709096485,7,0.18976514285714283,0.05327489145751048,0.179924,0.120327,0.265991,0.03946659189774899,7,0.22825,0.09378275684083225,0.217638,0.103409,0.386817,0.06947523852272741
baseline,120,1,7,3727.285714285714,93.9356415952154,3746.0,3606,3851,69.58849713374569,7,0.7928571428571429,0.018898223650461385,0.8,0.75,0.8,0.014000000000000012,7,0.4311865714285714,0.012621096463951972,0.431059,0.407433,0.444555,0.009349839104640607,7,0.18819,0.005285027183783765,0.188224,0.178227,0.193626,0.0039152029281422085,7,0.0,0.0,0.0,0.0,0.0,0.0,7,44644.857142857145,350.027345870494,44651.0,44209.0,45210.0,259.3038865886896,7,8.212754857142857,0.04150018961574582,8.229762000000001,8.165476,8.263095,0.030743770703880704,7,6.697237714285714,0.0786915066906083,6.724609,6.562003,6.782338999999999,0.058295483958971106,7,2.9418965714285714,0.03433891795449771,2.9516740000000006,2.884471,2.982575,0.025438626415622514,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,0,,,,,,0.0,6,7.666666666666667,2.422120283277993,8.0,5.0,11.0,1.9380998712943331,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,-69.14285714285714,112.24144892660134,-54.0,-229.0,100.0,83.14962898293653,7,-0.002380857142857121,0.04657574192083462,0.0,-0.08333299999999999,0.050000000000000044,0.03450379247023918,7,-0.023425142857142867,0.028427073125388606,-0.018062999999999996,-0.08190200000000003,0.011151000000000022,0.021059070477543247,7,-0.009979000000000003,0.011859692955553272,-0.007934999999999998,-0.034714999999999996,0.0038739999999999886,0.008785783492073996,7,0.0,0.0,0.0,0.0,0.0,0.0,7,1018.8571428571429,55.74773110907318,1016.0,949,1090,41.29849714779784,7,334.7142857142857,25.50630174234259,337.0,295,367,18.895332757059347,7,343.2857142857143,15.955294687702535,344.0,324,367,11.819847714755042,7,340.85714285714283,22.01081985015984,344.0,314,379,16.305843533326733,7,540.7142857142857,121.01888872639438,599.0,355,689,89.65204738320257,7,406.85714285714283,86.19440927621808,443.0,253,484,63.85371197771773,7,611.1428571428571,220.44306035151763,548.0,415,1084,163.30650446323315,7,3696.285714285714,41.19754962662336,3695.0,3651,3769,30.519571862440447,7,3758.0,40.60377650744656,3767.0,3704,3813,30.079698580050078,7,3764.714285714286,69.59816636884028,3785.0,3616,3821,51.559043177054136,7,0.14617314285714286,0.031974713047597324,0.162111,0.095481,0.182807,0.023687198910646513,7,0.10823214285714286,0.02287049425517932,0.1196,0.068194,0.129274,0.016942699244894048,7,0.16221542857142857,0.05772177197516012,0.143418,0.110785,0.285564,0.04276088708647034
baseline,140,1,7,5067.571428571428,62.139244558376376,5047.0,5010,5176,46.03339657248854,7,0.8071427142857143,0.030210754419104247,0.8,0.75,0.833333,0.022380440071526737,7,0.4408042857142857,0.02707642998817906,0.441102,0.393877,0.468078,0.020058500039248535,7,0.19215457142857142,0.011109807571948052,0.192209,0.173085,0.203574,0.008230260625763926,7,0.0,0.0,0.0,0.0,0.0,0.0,7,60381.142857142855,439.5878480923652,60607.0,59585.0,60786.0,325.6512351171623,7,8.238945,0.04440380416510933,8.263095,8.160713999999999,8.284523,0.03289479846410595,7,6.639316571428572,0.06479577121453003,6.6075099999999996,6.576926,6.767869,0.048001379059839505,7,2.9166378571428573,0.027159021763363638,2.906316,2.891991,2.970743,0.020119684882542305,7,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,0.0,0,,,,,,0.0,5,8.8,3.492849839314596,11.0,5.0,12.0,3.0616178729554084,0,,,,,,0.0,0,,,,,,0.0,7,2.0,0.0,2.0,2.0,2.0,0.0,7,-90.85714285714286,117.78147643189139,-89.0,-241.0,84.0,87.25373879286396,7,0.023809428571428568,0.06299382685855585,0.0,-0.08333299999999999,0.08333299999999999,0.04666647999999999,7,0.0029694285714285673,0.05758211809771372,-0.017230000000000023,-0.08907400000000004,0.061119000000000034,0.0426574300462526,7,0.0008472857142857092,0.02364105165959054,-0.007286000000000015,-0.036871000000000015,0.024748999999999993,0.017513536158526067,7,0.0,0.0,0.0,0.0,0.0,0.0,7,1413.7142857142858,80.28016418708148,1422.0,1276,1499,59.472377902126404,7,475.14285714285717,24.422862045145127,471.0,437,515,18.092709397249855,7,472.14285714285717,36.44826731788754,487.0,413,510,27.001254291853424,7,466.42857142857144,24.771335200570995,471.0,426,497,18.35086192344472,7,565.5714285714286,198.20768328772152,495.0,348,928,146.83430661803803,7,721.8571428571429,321.95415231128203,792.0,302,1275,238.50697376247368,7,531.2857142857143,206.641972410991,509.0,330,969,153.08251543965866,7,5057.285714285715,58.829454883627605,5068.0,4980,5162,43.581470068520325,7,5106.428571428572,60.88474670188227,5122.0,5021,5173,45.10405155489545,7,5116.428571428572,95.60658475031443,5138.0,4914,5197,70.8263491458746,7,0.11189228571428571,0.03965992363715243,0.097403,0.068639,0.186345,0.029380482588720922,7,0.14118371428571427,0.0623466348081816,0.153103,0.058824,0.247285,0.046187033419579276,7,0.10361028571428572,0.03918143724058747,0.099765,0.063854,0.186454,0.029026014905630202
with_influencer,20,1,7,1.5714285714285714,2.370453040886408,0.0,0,5,1.7560561874078324,7,0.6727294285714286,0.034709931315869566,0.664707,0.63074,0.719212,0.02571347696005865,7,0.27534800000000004,0.09060430925918113,0.306457,0.12946,0.361187,0.06712061160296243,7,0.12830071428571427,0.04234028806276707,0.143473,0.060745,0.169356,0.03136612434281715,7,0.018756714285714286,0.005128974612086569,0.017294,0.012907,0.027794,0.0037995975652166114,7,194.14285714285714,30.306372110105666,182.0,165.0,253.0,22.451274648298554,7,8.955257428571429,0.4145371931342458,8.908661,8.368786,9.584239,0.30709345022159046,7,6.2821679999999995,1.4035455729689246,6.661045,4.123401,7.958559999999999,1.0397611111500014,7,2.891074,0.652524897257313,3.078086,1.904853,3.666666,0.48339720867783037,7,1.2574035714285714,0.07269134018541952,1.218164,1.189975,1.378805,0.05385049840761241,5,6.8,3.5637059362410923,6.0,4.0,13.0,3.1237259802998083,7,6.857142857142857,1.2149857925879117,7.0,5.0,9.0,0.9000740710260091,0,,,,,,0.0,4,12.0,2.309401076758503,12.0,10.0,14.0,2.263213055223333,4,12.0,2.309401076758503,12.0,10.0,14.0,2.263213055223333,0,,,,,,0.0,7,0.0,1.2909944487358056,0.0,-2.0,2.0,0.9563820714895624,7,0.0030575714285714373,0.000652304084800668,0.00342600000000004,0.0021700000000000053,0.003786000000000067,0.00048323362852076344,7,-0.005878142857142855,0.008091076286637671,0.0,-0.01913300000000001,0.0,0.005993953194122666,7,-0.0024728571428571425,0.003384897557709905,0.0,-0.008237000000000001,0.0,0.0025075672023164874,7,-0.0026652857142857134,0.001599369220899885,-0.003339,-0.004698000000000001,-0.0007710000000000009,0.0011848292996602225,7,14.142857142857142,2.2677868380553634,15.0,10,16,1.6799999999999997,7,5.142857142857143,1.2149857925879115,6.0,3,6,0.9000740710260091,7,4.714285714285714,1.4960264830861913,5.0,2,6,1.108271928123539,7,4.285714285714286,1.3801311186847083,4.0,3,6,1.02241544067631,7,48.714285714285715,22.410669227805208,42.0,32,98,16.60205609756414,7,63.714285714285715,32.57664953978686,66.0,27,107,24.133119704395174,7,56.142857142857146,28.544868607326325,54.0,25,98,21.146334591760027,7,99.0,13.152946437965904,105.0,71,109,9.743839079130977,7,110.0,11.19523708249778,115.0,91,122,8.293547692835276,7,105.71428571428571,22.662114388808224,103.0,80,153,16.78832927959182,7,0.4869505714285714,0.1865611120686348,0.448598,0.358491,0.899083,0.13820640591779237,7,0.5750054285714287,0.26834701176701353,0.653465,0.225,0.895652,0.1987942482967955,7,0.5167994285714286,0.20718217516142415,0.524272,0.247619,0.873786,0.15348270323751442
with_influencer,20,2,7,1.0,1.1547005383792515,1.0,0,3,0.8554141297250901,7,0.6670811428571428,0.03300194661646777,0.669531,0.623473,0.712749,0.024448184187896904,7,0.295372,0.10308089518269943,0.265096,0.156366,0.437686,0.07636339580109482,7,0.13750485714285715,0.04720332682282952,0.124513,0.074634,0.202312,0.03496871387187123,7,0.02665957142857143,0.010025741067491267,0.028232,0.013183,0.040093,0.007427172920638555,7,67.0,13.686976778431873,63.0,49.0,86.0,10.139454291693085,7,9.468374,0.39680946845978093,9.551367,8.813203999999999,9.946383,0.29396056799768633,7,7.374414142857143,1.7107230318237205,7.217066,5.079745,10.253354999999999,1.2673213572084798,7,3.376997,0.7681110803234561,3.293549,2.344835,4.658424,0.5690246513865264,7,1.2538525714285715,0.10272822644540806,1.2549890000000001,1.073043,1.415807,0.07610213514435804,7,5.857142857142857,2.2677868380553634,6.0,3.0,9.0,1.6799999999999997,7,7.714285714285714,0.951189731211342,8.0,6.0,9.0,0.7046512139586033,0,,,,,,0.0,5,13.2,1.7888543819998317,13.0,11.0,16.0,1.5679999999999998,5,13.2,1.7888543819998317,13.0,11.0,16.0,1.5679999999999998,0,,,,,,0.0,7,0.2857142857142857,0.9511897312113419,0.0,-1.0,2.0,0.7046512139586033,7,0.003830857142857136,0.0014181167592469785,0.00390299999999999,0.002043000000000017,0.005596999999999963,0.001050555597005701,7,-0.0066201428571428566,0.006381484765281803,-0.004792999999999992,-0.014778999999999987,0.0,0.004727470071599253,7,-0.0030949999999999966,0.0029970562223622012,-0.0021680000000000033,-0.006809999999999997,0.0,0.002220250320301743,7,0.001752714285714286,0.005191666710999006,0.0005800000000000007,-0.0069739999999999976,0.007843000000000003,0.003846040522026083,7,13.285714285714286,3.147183169877773,12.0,10,18,2.3314659194020684,7,5.285714285714286,0.951189731211342,5.0,4,7,0.7046512139586033,7,3.5714285714285716,1.1338934190276817,3.0,2,5,0.8399999999999999,7,4.428571428571429,1.9023794624226837,5.0,2,7,1.4093024279172066,7,45.57142857142857,19.66263074003699,42.0,17,81,14.5662806966409,7,77.57142857142857,26.54466137698968,69.0,41,113,19.664560339182092,7,55.0,31.230327140991232,41.0,23,100,23.13575011391101,7,96.14285714285714,27.346106191001375,101.0,38,122,20.258278966058956,7,117.85714285714286,20.915931499127414,111.0,87,152,15.494738892066989,7,100.71428571428571,30.5161939834917,103.0,64,154,22.606712867346868,7,0.4671095714285714,0.10654075425685257,0.445455,0.351351,0.663934,0.07892649527192586,7,0.6558178571428571,0.18088454649069075,0.64486,0.369369,0.849624,0.13400114728813928,7,0.5239734285714286,0.21356274984639145,0.432836,0.359375,0.961538,0.15820949911218182
